token,20tokens
trap,machine:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 ski:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 
cali,motown:0.3333333333333333 florence:0.3333333333333333 kobe:0.3333333333333333 santos:0.3333333333333333 portland:0.3333333333333333 rus:0.16666666666666666 nc:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 france:0.14285714285714285 fireside:0.125 hangout:0.125 middle:0.125 top:0.1111111111111111 side:0.1111111111111111 track:0.1111111111111111 hell:0.1111111111111111 beat:0.1 beach:0.1 post:0.1 
throw,hit:0.3333333333333333 drive:0.3333333333333333 kick:0.3333333333333333 lift:0.25 hop:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 
back,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
meow,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
salsa,mix:0.14285714285714285 goody:0.125 coffee:0.125 drug:0.1111111111111111 stuff:0.1 metal:0.09090909090909091 snowflake:0.09090909090909091 h:0.09090909090909091 water:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 tb:0.08333333333333333 sb:0.08333333333333333 random:0.08333333333333333 jam:0.08333333333333333 piano:0.08333333333333333 20:0.08333333333333333 
happy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
autumnal,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
traveling,ride:0.3333333333333333 trip:0.3333333333333333 snowboarding:0.25 vibration:0.2 hit:0.14285714285714285 throw:0.14285714285714285 congratulation:0.14285714285714285 making:0.14285714285714285 work:0.14285714285714285 drive:0.14285714285714285 worship:0.14285714285714285 graduation:0.14285714285714285 progress:0.14285714285714285 get:0.14285714285714285 kick:0.14285714285714285 stretching:0.14285714285714285 best:0.125 fun:0.125 intro:0.125 dancing:0.125 
tear,little:0.25 lift:0.25 plane:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 hit:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 bus:0.2 
congratulation,intro:0.25 throw:0.2 making:0.2 work:0.2 drive:0.2 worship:0.2 best:0.16666666666666666 fun:0.16666666666666666 dancing:0.16666666666666666 calming:0.16666666666666666 fire:0.16666666666666666 lift:0.16666666666666666 beginning:0.16666666666666666 hop:0.16666666666666666 engagement:0.16666666666666666 gaming:0.16666666666666666 hit:0.14285714285714285 traveling:0.14285714285714285 wave:0.14285714285714285 listening:0.14285714285714285 
high,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
voltage,current:0.3333333333333333 cloud:0.25 energy:0.25 rain:0.14285714285714285 warming:0.1111111111111111 moonlight:0.1111111111111111 sunshine:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 piano:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 classic:0.1 beat:0.1 
metal,tb:0.5 sb:0.5 cd:0.5 la:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 
school,party:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 tune:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 musical:0.16666666666666666 old:0.16666666666666666 90:0.16666666666666666 
feel,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
rom,trap:0.2 machine:0.2 ski:0.16666666666666666 soundtrack:0.16666666666666666 stand:0.16666666666666666 piano:0.14285714285714285 pump:0.14285714285714285 guitar:0.14285714285714285 dat:0.14285714285714285 jukebox:0.14285714285714285 drum:0.14285714285714285 classic:0.125 bus:0.125 brad:0.125 paisley:0.125 beach:0.125 road:0.125 mine:0.125 pool:0.125 island:0.125 
intro,congratulation:0.25 throw:0.16666666666666666 making:0.16666666666666666 work:0.16666666666666666 drive:0.16666666666666666 worship:0.16666666666666666 best:0.14285714285714285 fun:0.14285714285714285 dancing:0.14285714285714285 calming:0.14285714285714285 fire:0.14285714285714285 lift:0.14285714285714285 beginning:0.14285714285714285 hop:0.14285714285714285 engagement:0.14285714285714285 gaming:0.14285714285714285 hit:0.125 traveling:0.125 wave:0.125 listening:0.125 
slow,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
current,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
new,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
stuff,paint:0.3333333333333333 metal:0.25 settle:0.25 space:0.25 h:0.25 middle:0.25 tb:0.2 sb:0.2 poop:0.2 lift:0.2 cd:0.2 la:0.2 water:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 hit:0.16666666666666666 random:0.16666666666666666 
long,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
car,electric:0.5 bike:0.3333333333333333 bus:0.125 trap:0.125 machine:0.125 ski:0.1111111111111111 classic:0.1111111111111111 paisley:0.1111111111111111 road:0.1111111111111111 mine:0.1111111111111111 pool:0.1111111111111111 stand:0.1111111111111111 pill:0.1111111111111111 plane:0.1111111111111111 silk:0.1111111111111111 gym:0.1 piano:0.1 pump:0.1 dance:0.1 rom:0.1 
isi,family:0.16666666666666666 country:0.14285714285714285 party:0.14285714285714285 bop:0.14285714285714285 men:0.125 band:0.125 club:0.125 people:0.1111111111111111 school:0.1111111111111111 cast:0.1111111111111111 indie:0.1 class:0.1 sick:0.1 beatles:0.1 lost:0.1 public:0.1 space:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 
zombie,modern:0.25 straight:0.25 closer:0.25 friend:0.25 throwback:0.2 christian:0.2 woman:0.2 superman:0.2 jesus:0.2 kid:0.2 romeo:0.2 beast:0.2 great:0.2 gangsta:0.2 american:0.2 teen:0.2 korean:0.16666666666666666 guy:0.16666666666666666 girl:0.16666666666666666 drug:0.16666666666666666 
modern,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
rock,stone:1.0 dance:0.25 turn:0.25 spring:0.25 trip:0.25 funk:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 
woman,girl:0.5 lady:0.5 sarah:0.3333333333333333 guy:0.25 modern:0.25 straight:0.25 closer:0.25 friend:0.25 throwback:0.2 christian:0.2 zombie:0.2 superman:0.2 jesus:0.2 kid:0.2 romeo:0.2 beast:0.2 great:0.2 gangsta:0.2 american:0.2 teen:0.2 
dancing,fun:0.3333333333333333 gaming:0.3333333333333333 work:0.25 worship:0.25 riding:0.25 best:0.2 lit:0.2 lift:0.2 volleyball:0.16666666666666666 throw:0.16666666666666666 congratulation:0.16666666666666666 making:0.16666666666666666 drive:0.16666666666666666 listening:0.16666666666666666 counting:0.16666666666666666 adventure:0.16666666666666666 basketball:0.16666666666666666 golf:0.16666666666666666 intro:0.14285714285714285 calming:0.14285714285714285 
poop,stuff:0.2 paint:0.14285714285714285 metal:0.125 h:0.125 tb:0.1111111111111111 sb:0.1111111111111111 cd:0.1111111111111111 la:0.1111111111111111 water:0.1111111111111111 lean:0.1 drug:0.1 snowflake:0.1 coffee:0.1 pt:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 
electronic,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
en,day:0.14285714285714285 real:0.14285714285714285 people:0.125 20:0.125 90:0.125 70:0.125 80:0.125 17:0.125 twenty:0.125 sixteen:0.125 16:0.125 15:0.125 year:0.125 morning:0.125 100:0.125 little:0.125 21:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 
older,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
calming,engagement:0.2 throw:0.16666666666666666 congratulation:0.16666666666666666 making:0.16666666666666666 work:0.16666666666666666 drive:0.16666666666666666 fire:0.16666666666666666 worship:0.16666666666666666 beginning:0.16666666666666666 best:0.14285714285714285 fun:0.14285714285714285 intro:0.14285714285714285 dancing:0.14285714285714285 wave:0.14285714285714285 movie:0.14285714285714285 bonfire:0.14285714285714285 lift:0.14285714285714285 beep:0.14285714285714285 hop:0.14285714285714285 time:0.14285714285714285 
main,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
wop,american:0.2 korean:0.16666666666666666 modern:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 thai:0.16666666666666666 friend:0.16666666666666666 latino:0.16666666666666666 throwback:0.14285714285714285 christian:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 superman:0.14285714285714285 jesus:0.14285714285714285 kid:0.14285714285714285 romeo:0.14285714285714285 beast:0.14285714285714285 great:0.14285714285714285 gangsta:0.14285714285714285 teen:0.14285714285714285 
may,september:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 mar:0.3333333333333333 june:0.3333333333333333 april:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 spring:0.16666666666666666 fall:0.16666666666666666 childhood:0.16666666666666666 holiday:0.14285714285714285 halloween:0.14285714285714285 chill:0.125 go:0.125 day:0.125 saturday:0.125 sunday:0.125 
baby,guy:0.25 take:0.2 josh:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 jam:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 musical:0.16666666666666666 
making,throw:0.2 congratulation:0.2 work:0.2 drive:0.2 worship:0.2 best:0.16666666666666666 fun:0.16666666666666666 intro:0.16666666666666666 dancing:0.16666666666666666 calming:0.16666666666666666 fire:0.16666666666666666 lift:0.16666666666666666 beginning:0.16666666666666666 hop:0.16666666666666666 engagement:0.16666666666666666 gaming:0.16666666666666666 hit:0.14285714285714285 traveling:0.14285714285714285 wave:0.14285714285714285 listening:0.14285714285714285 
turn,roll:0.5 dance:0.3333333333333333 spring:0.3333333333333333 trip:0.3333333333333333 funk:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 
spring,hop:0.5 summer:0.3333333333333333 dance:0.3333333333333333 turn:0.3333333333333333 fall:0.3333333333333333 trip:0.3333333333333333 funk:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 
70,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
80,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
17,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
indie,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
take,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
wave,fire:0.25 beginning:0.25 bonfire:0.2 beep:0.2 time:0.2 hap:0.2 touch:0.2 smile:0.2 roll:0.2 meow:0.16666666666666666 baby:0.16666666666666666 take:0.16666666666666666 runaway:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 jam:0.14285714285714285 
guitar,piano:0.3333333333333333 trap:0.2 machine:0.2 drum:0.2 ski:0.16666666666666666 stand:0.16666666666666666 pump:0.14285714285714285 rom:0.14285714285714285 jukebox:0.14285714285714285 classic:0.125 bus:0.125 brad:0.125 paisley:0.125 road:0.125 mine:0.125 soundtrack:0.125 pool:0.125 pill:0.125 silk:0.125 gym:0.1111111111111111 
workout,work:0.25 worship:0.16666666666666666 counting:0.16666666666666666 adventure:0.16666666666666666 best:0.14285714285714285 fun:0.14285714285714285 dancing:0.14285714285714285 lift:0.14285714285714285 study:0.14285714285714285 gaming:0.14285714285714285 countdown:0.14285714285714285 throw:0.125 congratulation:0.125 making:0.125 drive:0.125 listening:0.125 riding:0.125 volleyball:0.1111111111111111 intro:0.1111111111111111 calming:0.1111111111111111 
panda,beast:0.125 female:0.1111111111111111 young:0.1111111111111111 throwback:0.1 modern:0.09090909090909091 crow:0.09090909090909091 straight:0.09090909090909091 closer:0.09090909090909091 friend:0.09090909090909091 christian:0.08333333333333333 zombie:0.08333333333333333 woman:0.08333333333333333 superman:0.08333333333333333 jesus:0.08333333333333333 kid:0.08333333333333333 romeo:0.08333333333333333 great:0.08333333333333333 gangsta:0.08333333333333333 american:0.08333333333333333 teen:0.08333333333333333 
classical,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 music:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
lean,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
twenty,20:1.0 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
sixteen,16:1.0 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
smiling,smile:1.0 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
heart,inspiration:0.2 like:0.125 running:0.1111111111111111 creator:0.1111111111111111 people:0.1 pick:0.1 lit:0.1 dancing:0.1 fire:0.1 wanderlust:0.1 know:0.1 demon:0.1 beginning:0.1 obsession:0.1 space:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 
eye,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
dark,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
side,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
cody,tyler:0.125 modern:0.1111111111111111 straight:0.1111111111111111 closer:0.1111111111111111 friend:0.1111111111111111 throwback:0.1 christian:0.1 zombie:0.1 woman:0.1 superman:0.1 jesus:0.1 kid:0.1 romeo:0.1 beast:0.1 great:0.1 gangsta:0.1 american:0.1 teen:0.1 korean:0.09090909090909091 guy:0.09090909090909091 
raw,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
mad,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
men,party:0.25 band:0.2 family:0.2 country:0.16666666666666666 people:0.16666666666666666 school:0.16666666666666666 cast:0.16666666666666666 indie:0.14285714285714285 class:0.14285714285714285 sick:0.14285714285714285 beatles:0.14285714285714285 club:0.14285714285714285 lost:0.14285714285714285 public:0.14285714285714285 isi:0.125 space:0.125 bop:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 
disney,modern:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 friend:0.16666666666666666 throwback:0.14285714285714285 christian:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 superman:0.14285714285714285 jesus:0.14285714285714285 kid:0.14285714285714285 romeo:0.14285714285714285 beast:0.14285714285714285 great:0.14285714285714285 gangsta:0.14285714285714285 american:0.14285714285714285 teen:0.14285714285714285 korean:0.125 guy:0.125 girl:0.125 
tangled,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
