token,20tokens
happy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
studying,pick:0.16666666666666666 feel:0.14285714285714285 people:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 80:0.09090909090909091 catchy:0.09090909090909091 piano:0.09090909090909091 20:0.09090909090909091 go:0.09090909090909091 relaxing:0.09090909090909091 pop:0.09090909090909091 classic:0.09090909090909091 beat:0.09090909090909091 lit:0.09090909090909091 music:0.09090909090909091 
traveling,ride:0.3333333333333333 hit:0.14285714285714285 congratulation:0.14285714285714285 best:0.125 fun:0.125 intro:0.125 wedding:0.1 people:0.1 musical:0.1 volleyball:0.1 meow:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 80:0.09090909090909091 catchy:0.09090909090909091 piano:0.09090909090909091 
tear,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 hit:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 christian:0.2 best:0.2 musical:0.2 
friday,summer:0.14285714285714285 christmas:0.14285714285714285 afternoon:0.14285714285714285 chill:0.1111111111111111 go:0.1111111111111111 day:0.1111111111111111 people:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 80:0.09090909090909091 catchy:0.09090909090909091 piano:0.09090909090909091 20:0.09090909090909091 relaxing:0.09090909090909091 pop:0.09090909090909091 classic:0.09090909090909091 
afternoon,summer:0.2 christmas:0.2 chill:0.14285714285714285 go:0.14285714285714285 day:0.14285714285714285 friday:0.14285714285714285 people:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 80:0.1111111111111111 catchy:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 classic:0.1111111111111111 
congratulation,intro:0.25 best:0.16666666666666666 fun:0.16666666666666666 hit:0.14285714285714285 traveling:0.14285714285714285 wedding:0.125 people:0.125 musical:0.125 volleyball:0.125 meow:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 80:0.1111111111111111 catchy:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 
high,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
voltage,current:0.3333333333333333 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 80:0.1 catchy:0.1 piano:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 classic:0.1 beat:0.1 lit:0.1 christian:0.1 best:0.1 musical:0.1 
metal,tb:0.5 sb:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 
school,party:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 tune:0.16666666666666666 80:0.16666666666666666 catchy:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 lit:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 
feel,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
od,music:0.1111111111111111 tune:0.1 people:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 80:0.09090909090909091 catchy:0.09090909090909091 song:0.09090909090909091 piano:0.09090909090909091 20:0.09090909090909091 go:0.09090909090909091 relaxing:0.09090909090909091 pop:0.09090909090909091 classic:0.09090909090909091 beat:0.09090909090909091 lit:0.09090909090909091 
dance,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 80:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 lit:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 
rom,trap:0.2 ski:0.16666666666666666 piano:0.14285714285714285 pump:0.14285714285714285 classic:0.125 gym:0.1111111111111111 dance:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 80:0.1 catchy:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 beat:0.1 
intro,congratulation:0.25 best:0.14285714285714285 fun:0.14285714285714285 hit:0.125 traveling:0.125 wedding:0.1111111111111111 people:0.1111111111111111 musical:0.1111111111111111 volleyball:0.1111111111111111 meow:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 80:0.1 catchy:0.1 piano:0.1 20:0.1 
slow,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
current,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
new,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
stuff,metal:0.25 tb:0.2 sb:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 hit:0.16666666666666666 random:0.16666666666666666 80:0.16666666666666666 catchy:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 lit:0.16666666666666666 
long,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
car,trap:0.125 ski:0.1111111111111111 classic:0.1111111111111111 gym:0.1 piano:0.1 pump:0.1 dance:0.1 rom:0.1 throwback:0.09090909090909091 musical:0.09090909090909091 broadway:0.08333333333333333 korean:0.07692307692307693 melancholy:0.07692307692307693 running:0.07692307692307693 good:0.07692307692307693 random:0.07692307692307693 80:0.07692307692307693 catchy:0.07692307692307693 20:0.07692307692307693 go:0.07692307692307693 
