track,vector
3HzyuTUKCp3d2cKN2VDIwh,1.0446676 0.39797458 0.65852344 0.9463068 -0.65514016
5pdzO0qkHqy2QMkMH6vvKA,1.1040171 0.3551503 0.52614313 0.8141417 -0.53817797
2bjuyoFjp8mEd6541Vg1ZW,1.097509 0.37551 0.43945026 0.8436737 -0.5261975
5PsXJ5QfPq6JJM0Q5Lw2ph,1.3523638 0.41543004 0.49613115 0.9157121 -0.6841261
1tbjeelOKIjolYNUNnPMAD,1.2357076 0.4973889 0.47851887 0.78009915 -0.5307644
4eNMtxicsJHrc28ydkX2rW,1.3415399 0.4901218 0.47721085 0.83808726 -0.6052808
3le4ECmJTUNXYLsGjQYSXi,1.3392414 0.4733439 0.48206115 0.84926194 -0.5519942
3jCMCoVgP3TRiwb6fTIPGy,1.1408798 0.42325422 0.46168312 0.7346972 -0.6465951
1L94M3KIu7QluZe63g64rv,0.83136344 0.2131017 0.22808504 0.4676711 -0.40769035
5vVmnv4EN3X2VBa5Fo3UFM,0.94944495 0.319764 0.31213054 0.60771924 -0.4454484
5KjgV54YbDmvQYU1MdOV2d,1.3953686 0.5947931 0.42051393 0.88395673 -0.6813355
3LpnzPxkMI6XS4JCbhNeek,0.86766547 0.29915485 0.325389 0.5212325 -0.43204835
6QewNVIDKdSl8Y3ycuHIei,1.0088514 0.4000054 0.34331614 0.5983671 -0.57784235
62nQ8UZVqR2RMvkJHkcO2o,0.83844554 0.29680106 0.31944197 0.4991615 -0.3831863
5cgEadiGKjtTP1Q6NJqVP5,1.0395548 0.3457132 0.37538487 0.6707132 -0.4310216
1uCqIhOePc6hDMG2ijk8sp,0.8753635 0.28890887 0.3111873 0.570704 -0.42912003
3tcTP3mnUt3nWVb4VRdaCT,0.87143165 0.33910966 0.30028856 0.56428146 -0.46062022
5GhYfK0jevTEtXOaqCKCxw,1.1808163 0.55626845 0.3828291 0.80998653 -0.67288196
1eQuRtkMEPhf2DGzpBVTE6,0.8701531 0.34063724 0.26631713 0.5339742 -0.42044348
62EeAcrnNziLrUyxsjuqE2,1.36458 0.56065774 0.46807647 0.8455799 -0.69194204
1aLNpg2kKvUncflV8xE5AA,0.77848965 0.33999458 0.35102645 0.4995652 -0.32095984
4pqPBrTkC6DuGCi3l7nAo5,0.8800949 0.38711336 0.40152183 0.6051466 -0.35763514
4LPLeiZJLYNGPdI3oo4PFz,1.4365727 0.39230925 0.24391012 1.0325993 -0.5531674
4ockRV1ncBh3YhV2loNJI7,1.2864473 0.5996161 0.4486756 0.9007378 -0.6453753
0W7AbEauB7cP4pidLclApe,0.8253776 0.28303948 0.24871317 0.4364294 -0.36388385
5UWwZ5lm5PKu6eKsHAGxOk,1.1056675 0.32833967 0.38782492 0.63648874 -0.5407289
2JTd2Ixv6uchpq94pye9xe,1.2063192 0.4468455 0.46867073 0.72643864 -0.57790124
2wVXSc0IrQVodHESUxVUJA,0.9000065 0.24984793 0.2398488 0.49461874 -0.40891615
39tLc4Xp58Lu4KcWHggeE2,0.82885486 0.21471773 0.29171193 0.46464944 -0.43862337
73fzhVcs7n1wZz84eoE2vs,1.1049072 0.341529 0.35264066 0.6095425 -0.4701883
1k8qb0MeqCttiBr5OBDWL8,1.2357129 0.4886721 0.5032933 0.8932729 -0.71223986
3sBNaoeB8nQGtognBs5ycd,0.92563087 0.2802456 0.34974343 0.5405428 -0.37803447
0lXrp1d2S5X4mbBH978ejJ,0.9396979 0.24479176 0.28784612 0.54729915 -0.46522734
0Puj4YlTm6xNzDDADXHMI9,0.8195914 0.29860064 0.20262493 0.43190008 -0.3535469
0xMEF2WiqKWTIG7Krjungw,0.8200316 0.2886183 0.24484472 0.5134426 -0.3289962
59WN2psjkt1tyaxjspN8fp,0.99488544 0.31873578 0.3219327 0.55549127 -0.46413788
74KI6d8jEM2zwOAo3luayU,0.9063085 0.2990881 0.28726864 0.5072127 -0.38180628
3jJZVeExYzVYiV6Y9Fl3DX,0.8768468 0.2531331 0.29025334 0.5930265 -0.43983865
4sZI4JQwYstWzRnMGsILTq,1.1566429 0.47417152 0.45911136 0.72224826 -0.65800387
4VNWVzVj6QnNwasZBjPGdu,1.0020403 0.32702082 0.26019654 0.64453834 -0.47326145
6lShATx9Yx5cFZD23DTOuc,1.0189935 0.3620243 0.28744873 0.6611599 -0.43314633
507TINZlRErs2JJ1n1CG7Q,0.92911035 0.30866608 0.25315195 0.5608294 -0.328435
3KNnyBCjInhKXHIfW5Byhg,1.424477 0.59622234 0.40998918 1.0074872 -0.49390617
7Cj2tT0m2SBeIO1PsGfk8A,1.1914852 0.46669763 0.39298055 0.67648566 -0.6543604
37pK088xTo1ZpR3y23wsFk,1.2785708 0.4525493 0.3614896 0.82545066 -0.7186391
5DEdP7MrcgdjXWGHWAeK5I,1.1619236 0.44415683 0.30320176 0.74647105 -0.62539524
0UJzDgySBbxUGTOkONNxwg,1.2834954 0.51504403 0.39864182 0.8228566 -0.59913486
1P7G4EZBFRJCNtUQl9V7cB,1.374598 0.5237129 0.4378 0.7834629 -0.7339601
5pRvd7BtQZ42S9zegc0nOa,1.261862 0.5348373 0.41720226 0.84482384 -0.64495766
57MbOuT7s2ES3IW9KuZQzI,1.3182173 0.5604227 0.42459854 0.8603912 -0.7455539
3mONpwocm5gF4IQvWMlvst,1.3372678 0.4657994 0.5268648 0.8169106 -0.70766056
26nKLWXp4l91qxdrOlCEP9,1.247281 0.52983886 0.43939292 0.83438283 -0.73183817
1i8FJaKwn3OjZCqGMUnoKG,1.1544095 0.39685932 0.4488473 0.818918 -0.66932476
36Q7Lexy7r0g8W7gz5o5p7,1.1847378 0.48487607 0.39429387 0.77785355 -0.6381942
5nt7eRlOOJhrsBSrHWiY4I,1.1677274 0.47136 0.4428639 0.75611144 -0.60174984
4ztR83ZgTdg8H9xypnsQfS,1.3232574 0.5759457 0.4983839 0.9464979 -0.5261987
12sfHH8Fik3YMc7MELGqia,1.4369056 0.50649494 0.37848547 1.1013277 -0.5338621
6TzfRFDXjpI5IeKfWC9NTU,1.2705044 0.45440784 0.48709795 0.79554224 -0.6527576
3piY5aMfwEEmXMV6I9kpoi,1.4047941 0.50992393 0.35647956 1.0069679 -0.4580658
4ewYje7A0JyY6GXpenAk4z,1.2042941 0.5598588 0.36919105 0.9842986 -0.392468
4AwMZr3UOiZLbr4nIBEJE3,1.3966488 0.49685213 0.44056022 1.0018162 -0.62746954
4v6jydWBTAIqnyPVNyOAdc,1.2563547 0.48733073 0.41906407 0.69041896 -0.57444865
1pXAZZbOzEjsg4h3aOo5iD,1.150017 0.43957734 0.40388304 0.7878296 -0.511619
7oWHSwL9592pL2nwdsOoP4,1.2089663 0.3950125 0.4241253 0.8272969 -0.5408802
7y9dOOkTIQJhii7DOGdA2Z,1.2524037 0.55007875 0.40471378 0.8909032 -0.57575214
1zusIxNqJu8i4g6P6hJ2Qa,1.3481029 0.46563256 0.45996153 0.91970253 -0.5984315
3XG801WWhqC753dekEBkMt,1.0086573 0.35095176 0.3591809 0.59634584 -0.50116014
1JF334RONAG2oXBOfKrbJP,1.2339648 0.53124833 0.3935825 0.9999366 -0.5570268
2Q2SougPFYpLWVZVx1dRNK,1.3854227 0.5150465 0.5329157 0.9847353 -0.7025151
0NPcy5oUrjozH3n9CzPfp5,1.2337078 0.5070471 0.5179502 0.9082751 -0.61330795
2ZEwMwHaUECDWKkDh8rL0O,1.1035596 0.4848983 0.40372688 0.834043 -0.6018684
4P2I5Y9l4uPovs67LasSLQ,1.2722082 0.5645066 0.4611584 0.8323919 -0.67291105
4SZM1j8TEdxdFNWnBdV52x,1.3165002 0.41822755 0.46150732 0.8117832 -0.6747177
6ZbdcZO79W18dTwXf356Gp,0.9158993 0.27576762 0.23299235 0.5086118 -0.37647143
2QtJA4gbwe1AcanB2p21aP,1.2074053 0.2886092 0.17311339 0.64165187 -0.86503196
34MJ07N9Bhu6iKPaxSVnCT,1.2612644 0.41203588 0.5797351 0.74331117 -0.7015679
3heFYPLpVboYtIu4cUOBXs,0.8342919 0.2769328 0.31500712 0.5845599 -0.5664479
13P5rwmk2EsoFRIz9UCeh9,1.1144265 0.28760213 0.36371288 0.6882789 -0.55868644
6Z8R6UsFuGXGtiIxiD8ISb,1.4680046 0.4723755 0.3266262 0.85162824 -0.5675753
5MA073FFuaaP8TB26zKCVh,1.5265895 0.5672472 0.30808577 0.94252723 -0.48363546
6lpWMtQoGqQyEZuyIwhbkO,1.497514 0.5339357 0.34362614 0.92520916 -0.44915754
3h5IJ0EzVpkiaoL174GC3M,1.0768876 0.33834574 0.2507364 0.5836785 -0.49138013
4gbVRS8gloEluzf0GzDOFc,1.3331014 0.50837356 0.13821527 0.83507085 -0.4034007
7s0lDK7y3XLmI7tcsRAbW0,1.147994 0.44825086 -0.1414888 0.5833542 -0.57011396
788NX6uCNEVuZW8x5BkQqM,1.1748226 0.50017416 0.23975906 0.7362547 -0.039544586
6dSMuejN1LbxkXDLC6T1Oi,1.1129797 0.372969 0.38820276 0.4931415 -0.4965432
5kBmoWvzfQgpd1pVGwFwab,1.3302803 0.5150189 0.5602385 0.9286689 -0.01081279
2N0volXQpwsvjDorTTxBAU,1.3843486 0.3364062 0.44812268 0.76043004 -0.7850769
4mFevNElMoFEff4WtjQNgY,1.2263407 0.41862833 0.6368402 0.83725876 -0.32450995
2cuQvQGvXV0HGN7DWZJut2,1.1673834 0.35792443 0.4161116 0.6921542 -0.6168647
0V3uXrLHfMhxMTiK5XJFC5,1.2853714 0.5046708 0.50293607 0.7797391 -0.41299337
7hVXJt6Ge4YLURY5YF8P2q,0.91385907 0.31004167 0.25791764 0.637642 -0.44949654
4HE7hVjthyaSQekgDrLSRj,1.2182696 0.37241822 0.51195276 0.8383845 -0.39256406
6qbZpR7vyyU5EDJ0a8dX8k,1.0998232 0.43278334 0.2888517 0.7153261 -0.61156213
0FnscCdhOOin94zzmifJ3L,1.3399884 0.4840845 0.5288401 0.85541385 -0.5504513
7y2s3yssKzKoOnM9FqlnrM,1.322498 0.5485382 0.44151923 0.8507384 -0.53261834
4bJbSERtCqK9D6DRUPMmMh,1.3040361 0.43066984 0.24459529 0.97597975 -0.6036829
4bYqnqT92z9bi50a2tRsjj,1.2346377 0.4509981 0.22216645 0.9549911 -0.60077846
6c5ZOBUIXmNRiocvlAeeZp,1.4602363 0.5495327 0.39523432 1.0214403 -0.680587
4y6oj1cDAyFRlZdqLkOrOr,1.3314505 0.40757787 0.34792164 0.9033985 -0.5824214
715PN0IwoE5eLwvJZcDmhj,1.2653996 0.40859655 0.35294464 0.8236142 -0.64391094
3kJXrEVUCdPQ3e4e5k9OHC,1.3598313 0.5569097 0.49031353 0.8705654 -0.5928821
1SHjeFXej7qNXpHFAuv9zL,1.2593707 0.37463218 0.43070817 0.7968203 -0.62058914
42qRkSY47AqYbOV9OqPyV2,1.0659178 0.5241403 0.4475686 0.8291434 -0.576752
74CRWolE5ys9xf30JTI3H2,1.2637516 0.46344128 0.40105802 0.9182285 -0.6425742
4VuHWU01C36BUaN1adNi5M,1.2909583 0.4534278 0.40689313 0.9634042 -0.6990066
6OYgojkjpbeWRUCrwIsZ4R,1.1754776 0.45394796 0.4112815 0.77856654 -0.58033407
57evRskKe47TvzG96SLLTM,0.9950912 0.6153663 0.1012782 0.8623318 -0.93424916
4L4DOYJFB3QiYIssnMDCrd,0.93049437 0.673195 0.25217715 0.900136 -0.6733252
5v7Eh9qFbUPcjjF7xbLB7l,1.4323584 0.5381449 0.39181915 0.7726095 -0.5333028
2c3kWaNzAFpMlYz6u66Lf7,1.3657349 0.49662468 0.3835542 0.8026318 -0.5375522
40yJGQyEaBbIkXpwMFkXip,0.9025138 0.33507177 0.5247429 0.6306097 -0.31262374
7Lcl5EgIeNvPThtBII5W4R,1.3781927 0.38453108 0.40126675 0.72672224 -0.5476015
7AFtfF5e6PpWzi8EvsI1kZ,1.4611241 0.43945846 0.42964944 0.9036482 -0.591701
6sQFiFOn4io3PlUwoeibGT,1.395476 0.4989717 0.4214713 0.851307 -0.56391144
25hjiyGVPxQIJRBzntsqvM,1.4604561 0.45962685 0.4205325 0.8658428 -0.5702967
6sDQ4uiWw9OdVrCXFLSlZt,1.210604 0.64339834 0.38183388 0.13559741 -0.6334912
4Mrob0mOsRAumJRiSw6YLp,1.3325924 0.36948726 0.37422264 0.77380663 -0.5287063
2AhbZP2oChiLpq5HHKg1xP,1.232332 0.44990894 0.39450532 0.7517861 -0.5192068
7qGDHuDnjLdGtM787CgKYK,1.1663326 0.35685325 0.37826756 0.74289596 -0.49441123
7bQfNecR1k52fPVQiZq0dJ,1.184653 0.4694537 0.34731734 0.7555674 -0.4979549
2YaGZvBfkQ4jiD5cMLIFQV,1.273145 0.40558776 0.42089912 0.90053487 -0.7022457
55GUjD4uEg8uRCdpIzsxwe,1.1275818 0.421053 0.3812915 0.7282259 -0.5788496
3e2XESxybAGUI5joT1mcFs,0.96879035 0.30869195 0.2817559 0.5761001 -0.4446055
0U5S8xPjxLA5DcDXVxN3Nx,1.0076585 0.3718979 0.2305074 0.59968495 -0.40007994
4WTmtPRtIpjzgwBbQsMYyo,0.73818314 0.36176765 0.3119492 0.49745312 -0.43571648
1LncOycIQ7n0fxlier28xi,0.81874615 0.25222924 0.23620728 0.49638078 -0.37689552
3lWdN5LJV67EwGuzJeNHsj,0.9503948 0.40113494 0.37488422 0.5136694 -0.36798897
76NHoWRJrfjx0rtF6OZRsM,0.9277917 0.43761665 0.28237998 0.54591644 -0.4164372
0Pz07g0B8PbY6AkMNzq462,1.8302245 -0.017723205 0.6522848 0.42644587 -0.6492326
1MZXUaUI0Dre17fdCFjDC3,1.7259566 0.05500644 0.59955686 0.50844926 -0.518894
3FY0aVnshu1WJRvpv6TKTr,1.4108192 0.08309748 0.57506937 0.49965847 -0.50837564
2ItPhHWZ7GMnY1Aw8glvQx,0.8726444 0.34388688 0.2544311 0.53912026 -0.38538146
1oVQb8sxcQH7TSsM3pW6dA,0.8107227 0.30964872 0.2819125 0.4984893 -0.3628674
0Z9TbLIhMAXa8BSOiY6um6,0.8841832 0.3149418 0.3229646 0.55738676 -0.41454992
2VcAgFuGEly1AYUEvHzy0w,1.454895 0.50075763 0.47745463 0.84775937 -0.6289158
5GM91n4v0rgmjV9oP0zoEs,1.4885454 0.5840437 0.4761751 0.78667027 -0.6092641
6aLsas9Kxln30DsIj44KeI,1.2563748 0.45652652 0.2942025 0.7145481 -0.5827511
2QxMMjKMtuiAoAVVP1vid0,1.1761078 0.38895288 0.34572598 0.72540635 -0.54130083
1BV0m40U0M4t1SLIsDnwZl,1.2734662 0.45867845 0.340889 0.8891301 -0.5665269
1zVBU0PAj7ZUVmVfG2pgQG,1.2852368 0.40680188 0.27313244 0.90325695 -0.51483893
1Yw6ViCo3tuufI0Hg4mzSU,1.1818043 0.42187798 0.16685736 0.9023017 -0.48449993
0Ug9LJTND5pegxb70A0rb0,1.3064002 0.45508397 0.2527376 0.9105572 -0.5421671
6OzS0wbTMo9EepLStp7Xyn,1.2412598 0.41414067 0.35085928 0.92995995 -0.55685043
5ZJ47pHYC6LIUpKxrIO0Nz,1.2431117 0.49606228 0.29175204 0.87432384 -0.44751334
4lO5Pi6rjI5P2CWVEVKb0e,1.4001024 0.47649696 0.32177696 0.8974438 -0.5343726
3nILBzvIDzJzaNeNyWLMlq,1.2630665 0.4796292 0.4181957 0.87261313 -0.4750176
7ilWEHob3AYG3lAJlKEpDR,1.3682768 0.6163311 0.38654613 0.83120275 -0.552557
7LR87BxVS5GawUHQFJdko5,1.4498951 0.4472708 0.39073154 0.8667858 -0.48473698
6FjAGZp7c0Z2uaL3eHkXsx,1.3309066 0.5130873 0.46573165 0.7929947 -0.60199946
7zkLpY72g6lKQbiHDqri1S,1.3461984 0.50133383 0.4837391 0.8795987 -0.5175493
0Cvjlph1WGbwZY1PlMEtJY,1.2535272 0.46943876 0.4463909 0.8441362 -0.5395347
6ybViy2qrO9sIi41EgRJgx,1.206082 0.5333086 0.4935164 0.7721207 -0.48965868
7aFQa52bLiHwb3BXPbmKdZ,1.1596574 0.41740435 0.44821253 0.7241065 -0.46663964
7BjrIfovz8y9dTtazrh1iY,0.96460724 0.39744085 0.34740412 0.67002976 -0.4292957
01uqI4H13Gsd8Lyl1EYd8H,1.1416875 0.39371747 0.35474336 0.7993149 -0.49494392
2WVvmWnQeEkLAtWHkJm4j7,1.1229309 0.41476068 0.26768148 0.6958902 -0.5085844
5Yxvkas8hjy0EWKbEt3DTe,1.2122294 0.43666965 0.32763255 0.8061402 -0.5509257
4l9MPpUHsmDfhHgURJXHOm,1.3865818 0.4392417 0.3039428 0.96879625 -0.6846432
4ntsD33Pgsgk8rUyZLLiUV,1.1110709 0.5778976 0.114322096 1.039231 -0.8108939
4QeZ0dP6vpIMzolODNfzXp,1.4947665 0.58197033 0.42812642 1.0594902 -0.68727434
433P7tDcIAi6NLnf4Sh6tI,1.0734298 0.62924033 0.005552951 1.0237956 -1.048647
4Wyp4VYTjsz3ttbtR0kLIL,1.4884328 0.5325724 0.39065003 0.9410767 -0.6855497
3RP28uWsdXhqxJ3rguyRJb,1.3145252 0.39048505 0.2742545 0.8469163 -0.5995491
7mMlbJlXXo2mRtQ4R9sIzD,1.4026278 0.4077835 0.39032552 0.84192806 -0.6453295
2a1c7bQ01PZhj3Pe0RALM5,1.2577714 0.41146335 0.2865192 0.7528307 -0.5878349
4Tqg3LFxSvsaUQx6JwrEif,0.90354514 0.25935277 0.3477146 0.60544807 -0.4090874
3RlcLpMmRvSd84Uw6Yt4Iw,0.9924195 0.30521786 0.3263213 0.5873154 -0.41090468
5wU6jk9kxYzFGUpeE6T2Q5,0.9846982 0.36107764 0.35395527 0.56951934 -0.46355337
2fZW7ByWe46rGih0FtP2XK,0.6611927 0.20915261 0.22283371 0.36663955 -0.37344465
6El4guLHqCd3PG9X9yJRSz,0.9833613 0.28207454 0.4285577 0.36213827 -0.74152565
7z47pgbZpkGcME2A0YxR0y,0.9607622 0.31476206 0.43822718 0.41319922 -0.62196225
0Lsv1vmjvWVQ9n9nFqxwnx,0.83342725 0.31257355 0.33866334 0.43106747 -0.5039118
4i01Ymu4kscMhVsQx3BZzn,0.7603677 0.28023323 0.3069687 0.44125655 -0.4158698
2BFeLCEDQBecReNuLbOHoQ,0.8405223 0.30609462 0.32631913 0.50629413 -0.43993935
4oyWrvyORD6uCSYCLSRF6W,0.7911075 0.31230238 0.25769785 0.49802577 -0.44188088
3ZCYlXgi100xmLfpGng9C9,0.8248569 0.33557445 0.30159587 0.5407467 -0.41718224
0tDC3KJPPu5eonGTtCURpq,0.76655513 0.279307 0.20020673 0.47896042 -0.34538406
6sHsPrcjMZ7wJEhegICUQP,0.6704267 0.37957716 0.41788077 0.39934102 -0.51109797
1PzKBUHhyD035EQM9GNMfV,0.6139629 0.21384537 0.16604698 0.3757203 -0.2900389
0uf2MtrLg2WUWYrs1rltpY,0.68154055 0.32041764 0.26013383 0.44806322 -0.29251987
66urf1ZXFy4qVKdNqcdbaZ,0.8371638 0.41293684 0.3798168 0.5931466 -0.5085527
0vRFKF7dGdL5XxZMXzpCpF,0.7828937 0.44121087 0.21455085 0.5233396 -0.39383894
512vwXggVdP18VkQy8hAPV,0.9596069 0.33395192 0.33998558 0.6092795 -0.43656683
2eBy71gLx049nJ2fsvuQjM,0.99529797 0.4060028 0.30437213 0.62467456 -0.45646492
5sv4LTz8qayQYnXlzaxg2x,0.91318953 0.46045288 0.14661063 0.45911855 -0.3954961
0RSOD65sLN8iCwl73TOfl6,0.918875 0.28033316 0.4256999 0.3383962 -0.65282613
3PHAN9g1qziYB16D7Vs91A,0.47845915 0.31307393 0.39110354 0.3015295 -0.4014129
7xmCwWVmWBawnIzRUdg3Nr,0.90315896 0.34579843 0.2489413 0.5094616 -0.3656591
5w4UqCwwoLro163poYfjnl,1.0842576 0.3002111 0.4234296 0.47619513 -0.71397704
1m4dXbkplvaOO4Wbdjbwxs,0.99301 0.34478703 0.20933574 0.5890885 -0.42568767
2Wf0uMfCpwLO1B2Up3NbXH,0.80080247 0.29943943 0.30753514 0.56583315 -0.34508494
3FZEv9JddkjHNFiMVxJYpS,0.73384476 0.10407675 0.3991527 0.58743703 -0.3769322
3lJA6dGqvaKtVxqHbTtQiQ,1.0447687 0.28822085 0.47041073 0.6840736 -0.44239402
7BGKxIHAlgIGRa1jDTGI5R,0.72101265 0.1814553 0.3185176 0.4711424 -0.3401457
5deDWZeDHWfYk9xaq9ynh4,0.83815765 0.18727888 0.28958312 0.38376164 -0.53035396
7KxhSJOYiqCDclXDBNlFSZ,0.95284116 0.32788524 0.40639842 0.4802563 -0.6745102
1OAiWI2oPmglaOiv9fdioU,0.8603085 0.20604986 0.36287904 0.4287279 -0.56388736
2Mh0jU5IyRTQfpyMnvki5Z,0.70748144 0.45801383 0.6007106 0.5371054 -0.61316264
2FV7Ske1uYIC8StRYMkkRH,0.8943418 0.23325832 0.3359278 0.45950046 -0.5212471
2IFl6p0LoIfIZOn5IaxZOO,0.8183665 0.19350466 0.27922505 0.44964674 -0.42988026
4tVybkClyH0hjL8jzMq3sH,0.76746255 0.25352567 0.2581894 0.3602736 -0.3762601
614TxLN6BP9nN8pFcPdLVE,0.8505529 0.16463214 0.35321292 0.46505943 -0.4624517
6XOZ7l5IjwNisd6JfDKFmb,0.82693213 0.18416478 0.3396892 0.52234876 -0.46146488
5H7CwzYZ60e7w69tX4ivQN,0.86594325 0.20219561 0.32195175 0.54371274 -0.51409996
18KDpXD6e2UGRA5ORND1CU,0.53398746 0.3964799 0.36716783 0.33598247 -0.41220298
4B7P6mqrPQXObuP59DUN71,0.9462972 0.2920962 0.272434 0.51007116 -0.40948522
431yUTMfkyo0oFjTfRE2r1,0.85655946 0.38343033 0.29281694 0.48628208 -0.43839824
4Un6pB4KZKekFh3SVIa9qB,0.84824747 0.27717134 0.27859953 0.5479515 -0.42176482
3V0W5CfNDMiTKg93wuLFxJ,0.9750588 0.29197466 0.31496814 0.5690927 -0.40457627
3AOcpwgy3V2Fwg7B8PZfKl,0.9294668 0.23884133 0.29592067 0.5809315 -0.4695932
4SyowQi18ym4zJGJDBnsTj,0.9449816 0.15407299 0.23455763 0.57724535 -0.50269055
4JuJZzGcswQszYiKJSnC6i,0.96656203 0.1332068 0.19243419 0.5996963 -0.5896088
3kAwGo8mtUPsrctroxYLku,0.75216496 0.35081187 0.1741762 0.60376287 -0.33277255
6amzJ3wmEDf7e5tHAndZmn,0.6807221 0.18957555 0.15344308 0.51422936 -0.3028635
6O85MfGECKBqAK2MgSbCaj,0.7792669 0.3038697 0.2097501 0.5556756 -0.35662273
6cMswWRv4lAU3mh5lclgCc,0.8217497 0.25889692 0.23696405 0.44568914 -0.42979574
1LQlJNtXs3IhDYXpaUAqrQ,0.9113815 0.23005101 0.30120346 0.5617646 -0.44565547
7yzwszgJUDrllWnG9cQkxQ,0.7105451 0.31953898 0.15227647 0.5478285 -0.3414928
7wTLMUsnvEKxQmPxx4l4ec,0.97171897 0.44497344 0.3282555 0.6216454 -0.45536262
6YUUQapDEqBF1yP3iHlsut,1.0853746 0.2970185 0.36548018 0.61247444 -0.5306355
77W6VUoJdasCQgjc5DW19q,0.78489894 0.26219112 0.2963694 0.57350403 -0.4058831
2I3q8GEOXKu6tVPTdpSngV,0.89722997 0.10896106 0.22370979 0.5583782 -0.5097234
19RevBdb9MKUaBIvxSbGd4,0.9180259 0.13164333 0.1986395 0.60030514 -0.48432067
1S3KcfF8taTlNT8pRy2YzO,0.9197913 0.0483161 0.24612843 0.4715987 -0.57704794
3mIf8Zk2cy7ITwvvNkC0l2,0.92356944 0.03827781 0.45310244 0.23849183 -0.81436425
0UpQ4fWxoCFoVUGYvjUH7F,0.8209019 0.23232819 0.27023536 0.54200035 -0.43279013
4KLd2mLVfbxSpTKDkh9iuQ,0.92182326 0.43874046 0.14423193 0.53530693 -0.45483416
36UVZPoK8a1Oxh13cY8kOp,1.0910747 0.51642746 0.24384616 0.5613685 -0.5434682
1IvESsM4rbNWu0WDFAs4cD,0.7696605 0.29252163 0.30625707 0.4998024 -0.4172277
08gpoPLVHNAkvwyw76q9q7,0.97022265 0.386012 0.23728727 0.56150097 -0.4233159
6qcBjsxbNHDtO1fWIDe48i,0.87707347 0.31883642 0.28093627 0.46506253 -0.37795824
2HJQcyUpmUuvzS5vBAICIc,0.912734 0.34088063 0.2806612 0.5573092 -0.46268648
4VJekfh1nKgRFPYhXjwIQM,0.9337514 0.24773175 0.3128031 0.55673146 -0.51137966
6mzaCRuLTRiz1caGOum3zT,0.9302785 0.28699496 0.31190836 0.49908668 -0.42703965
6knYNyQupBIbBxV8TMOMYM,0.836314 0.2448273 0.22961444 0.46396053 -0.4018641
2S8RjXFOOFWGbAaNKw7Nti,0.8544662 0.25425258 0.2709117 0.54780304 -0.38785332
4yNoaxUJjnP50AXYoAZx4S,0.8977614 0.34280682 0.29592693 0.5638589 -0.47518685
1gV0hgMNdpSWeW7ZjSUKnX,0.79208845 0.23256433 0.4033076 0.51548856 -0.42663717
3eRLsXrQcqkW4TRGnaEziv,0.63602424 0.25771198 0.27542144 0.5220346 -0.3825693
2RJnJc0I3CLxak7E6Xydpr,0.8282443 0.24022923 0.29910886 0.5642452 -0.41332793
1uWTlK72KKpzsCHhu62OV5,0.98012596 0.18410964 0.21203576 0.5937826 -0.41808313
5JQdrLFmQ4j2mQwZ987fAt,0.93310565 0.09160145 0.2870137 0.53929406 -0.35435164
6TjP1C3sGQH1jBfzUXfcMg,0.91589046 0.11229055 0.38309965 0.51078373 -0.5124884
52ZAsLhFwhCZsExUpSdG5H,0.88521695 0.22627592 0.34750885 0.49329486 -0.47931308
30AK2kRrBrBL3yqglk7a8V,0.6742637 0.24595073 0.23346125 0.41538313 -0.40700886
6ukvsBzq4d1vBsAUmz7ZVt,0.8954176 0.3116957 0.29320505 0.5205524 -0.41318342
1l7n3I8SoPR4OyLnTm1uqK,0.94965416 0.36263132 0.26428267 0.56678945 -0.47889397
7cZv8bjwry8PeopY0RtntH,0.94295245 0.2995381 0.23405986 0.5709016 -0.45622253
5qp6aUFTID3HeTHVjYz9he,0.96536106 0.3492384 0.29398203 0.54284006 -0.44312227
7F1LWA9sIlTorHUo4amGqk,0.8744159 0.2618784 0.30882448 0.53306705 -0.42570868
5tRmoZRoupvMYPV1oezFrH,0.80527735 0.31173027 0.3435169 0.5009437 -0.33506104
05nbZ1xxVNwUTcGwLbp7CN,0.8456918 0.3275885 0.27449122 0.53792953 -0.3758644
2Bli1Wbi5mRa1BcVJaZ1m4,1.0491632 0.4437682 0.38397452 0.6212735 -0.4296192
6kig1UFggPUyZBCvXD3Wod,0.8535991 0.3160554 0.30841306 0.50033486 -0.33591986
0OPfZM09RUjE46nIeJGCfX,1.0571351 0.38904428 0.40105373 0.65351695 -0.4811521
448jAEFZ22wbfkZj2F4Gnq,0.89948237 0.32273462 0.34427497 0.5759023 -0.39176303
270aLuFCbX32hhBr8MQyPM,0.78556854 0.24926528 0.31214175 0.4249688 -0.41692293
01A7PEPSnmtixFPfB2UTal,1.0182372 0.35711753 0.37231964 0.6276754 -0.4053812
7r6LNJT2LqpLpEyZQJPygt,0.936185 0.17641115 0.25165352 0.4931617 -0.488286
2ya9d4B06EQ8Fpj5SSqiTH,0.88907063 0.39980334 0.18163252 0.50215226 -0.38214085
1OwNWr75pNTyhifOTT0uIG,1.0929871 0.48440227 0.2477948 0.67805696 -0.4341645
4ehErMHPM40f92dks3vb2p,0.7646772 0.27237406 0.23283279 0.48986158 -0.45900717
3R2bkLqP197fl3vKHpONrg,0.71112573 0.24687955 0.21389079 0.43058962 -0.3825928
6W4GTXLYX8HkmZGmVkfrSC,0.37359262 0.2593041 0.34421393 0.26199704 -0.381252
