key,vector
53Za5vyGc1x7GxgJVRjRKc,0.9207743 0.35563985 -0.030727817 0.7691188 0.110648096
2YaGZvBfkQ4jiD5cMLIFQV,1.4012916 0.52034473 -0.08445351 1.1749657 0.093873836
4VuHWU01C36BUaN1adNi5M,1.3219782 0.6145506 -0.10632231 1.248216 0.09787977
0OvGXbnk5ucvM3YzWZLpCE,0.76008934 0.32107553 -0.029722461 0.54845196 0.102074005
3dhvJ9A5uBPJ0NMV9GWTWY,0.8283846 0.30616078 -0.04399824 0.60882133 0.083229356
6lpWMtQoGqQyEZuyIwhbkO,1.5841006 0.62748295 -0.13746017 1.0900608 0.190199
1jCsCYgzQQHk3bDJDuFbNi,0.97806597 0.3891823 0.0025349718 0.7908239 0.12611662
7mMlbJlXXo2mRtQ4R9sIzD,1.2600356 0.5556068 -0.05975914 1.1203748 0.20531502
6aLsas9Kxln30DsIj44KeI,1.3021386 0.5924546 -0.103281215 1.0683072 0.1507134
2QxMMjKMtuiAoAVVP1vid0,1.1754465 0.56768894 -0.03412767 0.96897393 0.16336162
3n4r8cWLwYn5YZEJmh3P90,1.2627541 0.67008436 -0.05433465 0.99457824 0.11606755
6tKEKKx2FV8CLjqNSWXE1F,1.356036 0.7030609 -0.067743234 1.0507288 0.17420074
5G2c6FsfTzgYUzageCmfXY,0.7752408 0.2540851 0.047234956 0.4382986 -0.059927814
7zNM46fo01dCBidY4yGNTZ,0.95397395 0.23211576 0.17137067 0.38252446 0.0051164716
2a1c7bQ01PZhj3Pe0RALM5,1.1964151 0.5140896 -0.08443051 1.0274279 0.14096363
0EYydacLSxEt4yuYITOc92,0.8506943 0.30138442 0.15142211 0.64801073 0.10167944
15CWHmExq00wqaOeQX7uiB,0.668917 0.26626864 0.086358435 0.65112746 0.034974586
7zkLpY72g6lKQbiHDqri1S,1.217064 0.53102773 -0.051912352 1.0207865 0.21565047
3RP28uWsdXhqxJ3rguyRJb,1.2554163 0.5171835 -0.12656097 1.1293246 0.16243127
4Wyp4VYTjsz3ttbtR0kLIL,1.3413341 0.6432247 -0.13343723 1.2614075 0.21085958
1eGY6roK1W2vFIhDXu2lXq,0.77992195 0.3572157 0.07396998 0.63231367 0.10443995
6yl6TMw87Nq0mWBQtw9muQ,0.7730035 0.33917734 -0.01386146 0.6438056 0.10612333
0ct6r3EGTcMLPtrXHDvVjc,0.71482587 0.3232519 0.013925472 0.47698075 0.018537298
0rRGYJSkI7v2VtxJv8n90m,0.90704924 0.40495515 -0.06665081 0.697303 0.10561256
73y649QhnXdcm6fRdvfraO,0.7552403 0.2768027 0.00070773624 0.5436033 0.0078058215
0BEUswN4YNySo3KRVrAqCq,0.9175327 0.34827673 -0.089379445 0.69530016 0.107150815
25Yzff59UGjz7wNWmjM39h,0.9361246 0.48792502 0.108464964 0.73767644 0.13516328
20QRXRV7wUFOIgBQCGnUy3,0.799234 0.47286174 0.078272924 0.6716745 0.11874748
3CRJejj8NYof49cz6756pU,1.3705467 0.72318226 -0.06189116 0.9965358 0.17529094
5GM91n4v0rgmjV9oP0zoEs,1.4075876 0.62339604 -0.070007645 1.0596578 0.1636018
25hjiyGVPxQIJRBzntsqvM,1.2420859 0.5131428 0.03803353 1.0447416 0.17554598
6sQFiFOn4io3PlUwoeibGT,1.3825067 0.54018 -0.028650284 1.0088078 0.10046149
2yARskwKoNDTbL61y3qqjy,1.2651067 0.40922964 0.027367624 0.7277998 0.024051294
7AFtfF5e6PpWzi8EvsI1kZ,1.3438054 0.5635487 0.020169687 1.1115451 0.12760863
0hzih5wPuGN8tCIZ16puJx,0.7560899 0.33183005 -0.028993003 0.6171611 0.07543437
53Pgsvu3qSYO2aXt5J2vcL,0.9041406 0.33212906 -0.048639946 0.7098964 0.09337929
3adeqciqrsp6PQqR0hGDC7,0.66058964 0.2378824 -0.030262154 0.48704705 0.07106985
7Lcl5EgIeNvPThtBII5W4R,1.3638035 0.4975768 -0.0067885467 0.97102046 0.12381162
69iQM8CLaJFn8oqEefgPYw,0.9428835 0.293293 0.002005878 0.66600084 0.06949295
12y30kXTRmhch9OCuQGM4i,0.7788655 0.33398584 0.0088024335 0.5638813 0.056187097
2c3kWaNzAFpMlYz6u66Lf7,1.4362783 0.529149 -0.07076092 1.0907873 0.22275263
5v7Eh9qFbUPcjjF7xbLB7l,1.4377676 0.56822014 -0.012095862 1.0237265 0.15996428
7hxZF4jETnE5Q75rKQnMjE,0.58050126 0.23323353 -0.024707967 0.51600534 0.09017547
7vFoFDWqTX0mHzLfrF1Cfy,0.8529233 0.33702433 0.0074584205 0.5497362 0.12554702
2VcAgFuGEly1AYUEvHzy0w,1.3616289 0.57284975 0.037582144 1.0518359 0.1554617
3e44jPHjpH8gGWWD6Ey4ih,0.80117625 0.34169114 0.009623496 0.624458 0.06293446
7kSLdGdXLey7pzLsWpdg1h,0.9447617 0.4978647 -0.018554667 0.70090646 0.13887724
7t4rA2AxpG7yAhgRwopfn2,1.0346967 0.46213394 -0.045149405 0.8290153 0.13442472
1TWhpLaqdToKoHHpFnCxsd,0.9057119 0.40423533 -0.0031013195 0.6502117 0.12116326
1epUp0pgKLddapHeNU9ee1,0.9309396 0.41945612 -0.029702408 0.76112735 0.164962
4l9MPpUHsmDfhHgURJXHOm,1.3079634 0.57781655 -0.09661563 1.2566521 0.16262577
5Iy2Jj87Ha0C0IBlNE1I4y,1.36981 0.4381412 -0.44521737 1.3852485 0.06494905
7qbHUQWFTROpJac9eKeABa,0.8339113 0.29461694 0.095076635 0.7582508 0.16975068
4AwMZr3UOiZLbr4nIBEJE3,1.2449467 0.53574604 0.015222631 1.1332664 0.2583358
36HA2woC1glnLa4vqWY3IC,1.2014449 0.3804658 -0.28487375 1.2287829 0.060389437
3tZm76otWH20xzJC7icHCk,0.922609 0.29163748 0.06752366 0.8574109 0.15503788
5Yxvkas8hjy0EWKbEt3DTe,1.2014732 0.5499323 -0.06001265 1.0996884 0.1715728
78OvOmHB4HlYLHyyLNIhVW,1.1679398 0.4767634 -0.20687409 1.0782051 0.04887062
2WVvmWnQeEkLAtWHkJm4j7,1.0965242 0.46207014 -0.06159919 0.9413606 0.16542073
6LWis1zwfoSdNMyUx9YOeC,0.63695234 0.24492413 0.075373426 0.5958992 0.14185221
01uqI4H13Gsd8Lyl1EYd8H,1.0113374 0.3877716 -0.008632279 0.9659507 0.18668967
1eetzMDPNpYSZOreBw7SSk,0.64214766 0.28261998 0.019273276 0.56718946 0.13747042
3Cr8Os0nVRQbH0B4y7HFC4,0.905818 0.35968113 -0.024951056 0.76409787 0.11322503
7BjrIfovz8y9dTtazrh1iY,0.9449837 0.42971057 -0.0029252332 0.748005 0.11873627
2rkVoKVEMuct8SmEIGKzBw,0.79202086 0.3019994 0.006219805 0.6327271 0.06799925
7aFQa52bLiHwb3BXPbmKdZ,1.1500363 0.5043866 0.0112954555 0.91999704 0.1651208
6ybViy2qrO9sIi41EgRJgx,1.1211011 0.57459354 -0.015897434 0.9868683 0.17941888
0Cvjlph1WGbwZY1PlMEtJY,1.2881894 0.57267076 -0.010620822 1.0922189 0.16884877
4VZmWrPYFJP8T17AciiQJh,0.646712 0.560824 0.075533114 0.700298 0.006849503
0tNuJpBgtE65diL6Q8Q7fI,0.8454922 0.28761056 0.028551826 0.69089633 0.14979686
0QLZvREV7V5fXJTOWpqlLp,0.987974 0.39959598 0.015134242 0.77047324 0.16117106
6OZPl7bOm8EOshsVmWH5W8,1.421765 0.38094708 -0.4976153 1.4208922 0.12833463
7n6vyaZQ5ZOBSY7B0Gjtym,1.4433719 0.63028026 -0.064003885 1.0226662 0.1898832
1UBQ5GK8JaQjm5VbkBZY66,1.4192429 0.6383757 -0.12367352 1.056161 0.1715191
7sDHATTxfsfqMsLxYMZhTo,0.9352068 0.3924162 -0.04487448 0.68651813 0.11443367
0DBIL8arX0Zo6eAuxNIpik,0.8947042 0.36976767 -0.024022087 0.6407468 0.12855893
0XHGKdViVybbZKqEZ2tXqV,1.3308086 0.5554126 -0.082933865 1.0073959 0.13173944
5hheGdf1cb4rK0FNiedCfK,1.016726 0.4288849 -0.042422716 0.69308704 0.13703017
7aRooLP8pQwWpts1BdhhhT,0.96661 0.38599023 -0.003773237 0.6934563 0.10511116
4UoXH2ckr8o0k6wDiTd4UI,1.0361158 0.5142679 0.052122604 0.8134564 0.14001098
5i3ju2UZ4JUc3K6QBq9vO3,0.95278597 0.4214836 -0.05571521 0.7490111 0.10767481
6LP7JgOQ39cMs6oB8U0nNM,0.92882115 0.46333027 0.027824158 0.72803044 0.107757606
5EzvEty2nn7vef95D9Y4cX,0.9967799 0.40896097 -0.06380197 0.78609955 0.07493576
3UAXVxOVqegxni5snW3Lht,0.95104027 0.37106526 -0.0044085374 0.7211182 0.08204657
5Y0E3dOeynKuLDAXu0t0Bg,0.82289135 0.31777364 -0.041358314 0.64694893 0.08641625
2zmk3eaesHxXcC2eEbDckZ,0.9678209 0.26332268 -0.25564992 0.961653 0.045729116
51l8jiqsGYCiKUJBLXJvA9,0.8368957 0.32757893 -0.06508247 0.67100835 0.06147764
4QeZ0dP6vpIMzolODNfzXp,1.2898191 0.73284644 -0.077838264 1.3276536 0.28737825
4urmOSZcGQVcGz3rpMzy3y,1.2415094 0.36306608 -0.43318406 1.2630208 0.099552706
0CsM8VGDi38kusMv3pxyj1,0.84665424 0.39159054 -0.010071564 0.69019735 0.07535096
0rJdLlV8HyChu3dhdgfFTW,0.87199473 0.379681 -0.018489955 0.6496803 0.058564957
5KXKhCfPNS4342ly8tTf6w,0.9343682 0.37939185 -0.054610286 0.68972397 0.13168101
3G4P1frd96TEUQQPE2ECf1,0.93724364 0.35964575 0.012050311 0.7360539 0.07422628
44gWm1spxejf9cc589qV28,0.92487913 0.38744175 -0.01100062 0.73930216 0.11441977
3D26URfsMlCNaa51mj9jOt,0.88747627 0.41173518 0.0167928 0.7298947 0.09892839
6TzfRFDXjpI5IeKfWC9NTU,1.2891551 0.6305172 0.01456962 1.1002693 0.084514864
3zf2lAnc3iq9QPHboWt40z,0.88345593 0.34242162 -0.030637084 0.6496107 0.09262526
2zQpjL265aTmcT9rny6qot,0.8108176 0.3962021 0.011397569 0.6950271 0.109279044
4SZM1j8TEdxdFNWnBdV52x,1.255813 0.5273766 0.041160896 1.0881515 0.1137459
2cuQvQGvXV0HGN7DWZJut2,1.1465906 0.44510224 -0.03409537 0.9836492 0.03957636
7AVStC1F1T427ecPjvMKXX,0.81101006 0.35458836 0.001904085 0.62708914 0.06718972
1oYZm4FC6H2SPwZuHeHQlg,0.8189384 0.3690408 0.036416277 0.7030875 0.0707874
1SHjeFXej7qNXpHFAuv9zL,1.2043474 0.50270563 -0.03913122 1.0069627 0.08907484
4y6oj1cDAyFRlZdqLkOrOr,1.248468 0.58278215 -0.06531421 1.1166532 0.1440071
7fRvtXvJMpGfTLdF0M09a1,0.97124547 0.367228 0.027293237 0.7735404 0.088172376
0RMo4bixbZYfzuJ4AYBLu9,0.7955749 0.35680223 0.030526787 0.67244387 0.06497457
715PN0IwoE5eLwvJZcDmhj,1.1883824 0.5417513 -0.089772135 0.984661 0.098796375
5tHj7TuWS1h6GDU0Ajcm32,0.9213627 0.36628407 0.018422434 0.7566118 0.07900697
3VZmChrnVW8JK6ano4gSED,1.0563836 0.44582886 0.039316308 0.88558805 0.11884139
4McRlwqJQIERlJFiJEgbP0,0.93393725 0.38506758 0.00017160662 0.6999947 0.094745286
4rcHWl68ai6KvpXlc8vbnE,1.1117392 0.46273196 0.03359496 0.85669845 0.11726886
34MJ07N9Bhu6iKPaxSVnCT,0.9452036 0.4579958 0.041442614 0.87705183 0.13666874
3heFYPLpVboYtIu4cUOBXs,1.016485 0.40661407 -0.090331934 0.8095747 0.093494885
7sBXn81KPG6oUnlYobdUU3,1.0211973 0.46195695 -0.09118714 0.8187491 0.033670295
7wQ9alB79WZb0F5gFLbxSh,0.92700666 0.40359363 -0.034411993 0.7052093 0.097076334
2bRXehD283NioREYxlohc4,1.1492069 0.5858665 -0.06606974 0.97456634 0.10784461
29wJiSQcze8HEmxkUQykyp,0.9259437 0.37344113 -0.00928472 0.7300083 0.12296355
5fEpel9Vcv7aLTZ363Ct0f,1.1504567 0.540099 -0.08715588 0.8754372 0.018766856
6xy9JYFKcpb9L62PRNnYW5,0.90628964 0.39428484 -0.055773128 0.7165721 0.053257897
1tUiPKYOob0YbMdVRbr79w,1.1059743 0.5100611 0.014109718 0.85118765 0.07031433
1cy5US2dffz6QGBAIzOGkq,0.8783695 0.48340723 -0.10385056 0.7958262 0.09703127
7BPVjSTnKJuO4t9IaXgAXT,1.1374954 0.5221991 -0.073530324 0.9207799 -0.016009899
4P2I5Y9l4uPovs67LasSLQ,1.242459 0.62551594 -0.014626618 1.094825 0.09888134
4mapUx15LvqkxwJQcINhvH,0.782063 0.3819933 -0.026859468 0.6754862 0.10224527
0tKjVEJlX3IZ5L1rEJc5hh,0.88502073 0.4091451 0.008842672 0.69471025 0.13490625
55Uw561aRaErlmIG1V1Q2u,1.2543426 0.536562 -0.020552607 1.0280731 0.043845024
4IazOWzgfLB8MR5VIY368A,1.3004787 0.6154013 0.013276686 1.0805042 0.107831314
1pKubpcbRCOLY4wbvSDqzt,0.9103595 0.4392862 0.035185196 0.7913157 0.13821201
3imZNKKJ2hHzzsM6363hYq,0.8767714 0.4137446 -0.05885298 0.7630664 0.07521385
0M78T1W2eL8DsLgCufoGzM,0.9100254 0.3994367 0.030977534 0.7574126 0.12130581
4AyDzfSssIVPriQXxoXCVq,0.83977014 0.32601276 0.007955354 0.7127277 0.113680646
0cJLYpRTqODzv9SiQukE4Z,1.292889 0.74061465 0.007916116 1.1814674 0.0991453
1Rrj7KyS2R6SP9CQMDJW1w,0.79639864 0.36788884 -0.00018942554 0.66692424 0.060728412
48PrKXP5P7ZHUMIDGPrWwe,1.3548981 0.58879775 -0.03698453 1.147762 0.10346945
6xLm5hdcUTmZPWUzPnQ9US,0.8205024 0.37164453 -3.2010567e-07 0.6215512 0.088784635
5nph19arSZBQsIHZJXJSH1,0.90793276 0.33790767 0.012498761 0.6368336 0.09117891
2Q0HXXMkR28ZZkyX30UmLc,1.0702794 0.47162214 -0.02848407 0.8166468 0.08951811
6c5ZOBUIXmNRiocvlAeeZp,1.3057715 0.6521033 -0.10810286 1.218257 0.13698556
5g3ZD7PmrEQlQZKDW91yGG,0.93718386 0.44789338 -0.003633391 0.768021 0.091813736
6dSMuejN1LbxkXDLC6T1Oi,1.0258781 0.5090458 0.0366401 0.78169435 0.16630493
6Z8R6UsFuGXGtiIxiD8ISb,1.4139825 0.538293 -0.1614477 0.9098807 0.14635384
2MhEeappm9nGPv1p7a1YMS,0.77654064 0.3304223 -0.006818823 0.60350525 0.025978364
54wWoqaydioPQmKEFi8IC3,0.8495424 0.3819815 -0.07169644 0.75750893 0.07267888
4R7QVSqBN0koJHcOL7PGb5,0.7981249 0.33571416 -0.026826724 0.6123187 0.085044384
5LkQpbBFgoyQm1jGlznT7p,1.0249833 0.40590772 -0.034942895 0.77837765 0.11996222
0PAyiPTz8gL0udQnSasc5G,1.1472089 0.4662634 -0.04320854 0.80222577 0.07611545
5UnRutJ5phJ9Ti4WnFgEoJ,0.9150906 0.38999787 -0.009289008 0.6821071 0.11430228
5yQS98SqRlWTg53uaTCbst,0.8736949 0.4926021 -0.032069102 0.7485872 0.089788735
0UDCfleTgwihlnOUxbzokR,0.89025867 0.4609709 0.011371269 0.7499703 0.12732378
2bnUATKYS3JykGpZjjlbXV,0.84041184 0.37786537 0.014952027 0.6411234 0.1405689
2BSm925aJog65vjU9FU1R3,0.8892812 0.4216805 -0.010102992 0.72207 0.09657813
1yjY7rpaAQvKwpdUliHx0d,0.994005 0.5250743 -0.017575381 0.7325553 0.079894595
626lrZfNIlthgrUfjvRYrh,0.97625566 0.40098113 0.0059062266 0.7551685 0.070147246
7s0lDK7y3XLmI7tcsRAbW0,1.019705 0.510121 -0.23426941 0.82099944 0.021553436
1dB06EmjB6NyftV1pxq6Qk,0.9144223 0.41482797 -0.042357467 0.71785474 0.1593198
3TVWi92dWPMVcKpXvX32UX,0.8686771 0.35842964 -0.0041853907 0.7101274 0.08376785
4Eqo5hcqVnaAfL4J4W5Jjl,0.82648706 0.3324471 -0.007110333 0.6614272 0.07352486
5U1XqpEGLeDd48dDFNqQEC,1.1090692 0.46334365 0.024455117 0.8663088 0.08694271
5MA073FFuaaP8TB26zKCVh,1.4046804 0.58335966 -0.183906 1.0248328 0.13906634
4gbVRS8gloEluzf0GzDOFc,1.3594632 0.5472134 -0.19290568 0.94295126 0.12502515
3kQX7VBJDL0ffqcCn7YDQ1,0.9617174 0.44887027 0.0043968516 0.7502998 0.075273804
2N0volXQpwsvjDorTTxBAU,1.2302308 0.5339532 0.019512957 0.97839564 0.11538453
2QtJA4gbwe1AcanB2p21aP,1.2890587 0.50351363 -0.104012474 0.99338466 0.10649797
0qcr5FMsEO85NAQjrlDRKo,1.2436743 0.5011967 -0.14932708 0.99434423 0.07970709
37BTh5g05cxBIRYMbw8g2T,0.9945869 0.46404603 -0.048004948 0.78760916 0.07232294
13P5rwmk2EsoFRIz9UCeh9,1.2103146 0.41202968 -0.12560238 0.8021767 0.089502
5dEaQCUCJIQyJs5qVZYXOC,0.92071885 0.342827 0.004734137 0.7550468 0.1351545
1QWxddJmOhQb1vDdyTipMR,0.8579941 0.33165857 0.017201332 0.6776953 0.055945076
2cn8rNlgnQOJoqWqXRvWQu,0.9542616 0.39165854 0.051256727 0.7764964 0.08082235
6KQSeSPqBa15gMWLO1fdkk,0.92858887 0.37814888 0.026823707 0.6808594 0.06511261
1PdQzu5XLJEwAYQqxwrkRL,0.9376855 0.42484885 0.0111742485 0.7720623 0.1056757
3iBnpZZXP9Rq85hc9TOlQr,0.92857933 0.4052025 0.0043648016 0.77550626 0.0889642
7INi4pMPG4IE0Smx5y4KVf,0.6675639 0.3111936 -0.037829082 0.54137284 0.083278276
4bYqnqT92z9bi50a2tRsjj,1.1837872 0.5239323 -0.20685908 1.113398 0.13603239
4bJbSERtCqK9D6DRUPMmMh,1.3533956 0.5876641 -0.16943693 1.1914972 0.1780836
0SPLz2zbrID4hk4fT94ib4,0.85553485 0.39752102 -0.004719922 0.68084353 0.10541526
3l8yQMdniG6Os8gUBNXV57,0.7770104 0.28750604 -0.0239733 0.5911051 0.015846238
5nq1uTNIR1cBR72T87viS0,0.7731473 0.32409602 -0.0004362277 0.65133387 0.024383528
6qbZpR7vyyU5EDJ0a8dX8k,1.0754887 0.51724595 -0.12986901 0.9260952 0.07687934
0ffweDHrg4bZqdG4IfGYuo,0.86120874 0.324112 -0.010007361 0.71894926 0.016010776
7hVXJt6Ge4YLURY5YF8P2q,0.8796068 0.3767575 -0.054581124 0.8207984 0.12517405
2tdq0CeAGSfhI2l4Gwkvgx,0.73023266 0.38564378 0.018214913 0.66661924 0.078245945
1dxMG5Rk8lE9kjMI6okEzb,0.96352303 0.3717223 0.004478307 0.7373907 0.06013052
0RuUeO4zOHzrywgjmXfy5N,1.1319995 0.5770549 -0.054988142 0.8575653 -0.022680039
63obpKLYuY1q2QP7Cbf29a,0.89081776 0.36815757 -0.05325662 0.7195397 0.07106422
4ewYje7A0JyY6GXpenAk4z,1.2218316 0.6664602 0.00988505 1.1527348 0.28593206
51AwZQBaU8wDggPhhI5l7K,0.75091416 0.37282714 -0.015604048 0.58779895 0.09631704
43GS3mtezoIFiuIZCLLiDY,0.7862859 0.3480667 0.07495352 0.66042686 0.081655465
54b8qPFqYqIndfdxiLApea,0.73330534 0.4197654 0.07450238 0.69451046 0.16820851
4MOMdeAcIa3CR1fuGa4vwz,0.98377347 0.39361787 -0.04803989 0.71220577 0.110536434
0KlJjhnfwAnPacNd7EH45J,0.8696503 0.3668077 0.015793249 0.6838757 0.08895679
4iVQC6HVPH2Tfr1J4PoCBa,0.90454835 0.37417603 -0.007988475 0.5877145 0.10367063
1i8FJaKwn3OjZCqGMUnoKG,1.2566131 0.56269485 -0.007551291 1.0706083 0.10705715
6avxJ3kn6rkPE21X4fyg7q,0.98625374 0.40689665 -0.016983757 0.79050756 0.097525105
05wIrZSwuaVWhcv5FfqeH0,0.9737695 0.42978033 0.009379906 0.7905504 0.06560978
0vOkmmJEtjuFZDzrQSFzEE,0.9518345 0.4142341 -0.025094928 0.7602197 0.12218893
26nKLWXp4l91qxdrOlCEP9,1.3747423 0.6910867 -0.06411754 1.1672691 0.0961324
5MsZIaCYY6Tsdph0LiB0hE,1.2202387 0.48832354 -0.0213584 0.92005277 0.121634096
0odIT9B9BvOCnXfS0e4lB5,0.92803717 0.40496624 -0.014060101 0.7158367 0.15297525
3mONpwocm5gF4IQvWMlvst,1.2884305 0.5785511 0.0096416315 1.0268333 0.079047434
5tVA6TkbaAH9QMITTQRrNv,0.91726327 0.38971195 -0.01061349 0.7435623 0.07378025
3yvlcIteooc31cPjyWPTw1,0.8609826 0.33394346 -0.035520446 0.67212003 0.10786921
43btz2xjMKpcmjkuRsvxyg,0.9345455 0.34900168 -0.016956883 0.6811223 0.09207552
4gvea7UlDkAvsJBPZAd4oB,1.1200454 0.39527774 -0.08246836 0.793221 0.066963375
4qO03RMQm88DdpTJcxlglY,1.0245248 0.40301463 -0.07885317 0.68694776 0.014698293
0tm6gsXe0LSm9zeSspyMQu,0.9988902 0.38643882 -0.036812276 0.70560604 0.03618621
7LoGfKBAaOl0nxhodJ1240,0.86280954 0.3793737 0.002109585 0.6461585 0.1324061
60EtAySYm0qBlPj3LSXil6,0.87919986 0.3597647 0.012319682 0.6889876 0.05986879
6A4Jc8npNo79BOgsrPptLA,0.8603414 0.3949107 0.037407424 0.7284085 0.07343718
6Fj36toK6ky8HhyZdVTsce,0.995834 0.41405472 0.11458539 0.82441014 0.0055816257
36Q7Lexy7r0g8W7gz5o5p7,1.2497426 0.5625835 -0.042779602 1.026034 0.13760115
3piY5aMfwEEmXMV6I9kpoi,1.2705667 0.61273086 0.009508269 1.0813088 0.3217894
3BGbqEDio3ocx1v4egIYr6,0.7992688 0.3001028 -0.017012527 0.6505662 0.104834415
7o9uu2GDtVDr9nsR7ZRN73,0.78263783 0.30917278 0.009892106 0.57794183 0.069552965
6CLx4X6ovfxFwcBbr5vv59,1.0296268 0.39954892 -0.04683749 0.61479175 0.16510402
5OepnJhqZoyJN8qWo2LZzy,0.6517614 0.24367808 -0.011120675 0.4988911 0.052336704
7jTKLKs3NDmDnJHan5M2A0,0.86326784 0.34266242 -0.03439885 0.64169383 0.094893165
4Zx94i8YDpPUY1cyLdTWqr,0.8346895 0.37545085 0.018689096 0.6259323 0.06077776
0RzVkLtXOwfETIi4Z3ik1K,0.82790816 0.3458356 -0.05998349 0.6267622 0.058256987
6njl4FfPUwVmoIR1RKLq05,0.958942 0.42990723 -0.022000115 0.78406745 0.10200221
1qAPA8TooLVEqAZ58fhcrt,0.9314762 0.38245082 -0.009643564 0.72690845 0.08037805
12sfHH8Fik3YMc7MELGqia,1.3452231 0.64512163 0.01914289 1.1634461 0.273098
5TvcggVu3s2P1fMAS8BupX,0.82911295 0.28684068 0.027857527 0.6363183 0.13637522
3KNnyBCjInhKXHIfW5Byhg,1.3400921 0.6399695 -0.015651 1.1177937 0.24582879
4ztR83ZgTdg8H9xypnsQfS,1.2873493 0.6000332 0.040657725 1.080314 0.21405526
5shVe2S14Z10SVAdH8aDUw,0.84370714 0.38767558 -0.021309126 0.6179042 0.017448641
4yjM4lHNqVOaLwuD2TAThH,0.9068676 0.34923902 -0.032045458 0.64963543 0.061576113
1B75hgRqe7A4fwee3g3Wmu,0.7679031 0.41463563 -0.010492611 0.65320444 0.039398633
5wiu4PUC6CLNNbC48vqGOb,0.8133838 0.3340064 0.038594652 0.65151185 -0.022143025
5nt7eRlOOJhrsBSrHWiY4I,1.2861868 0.57037455 0.03191927 0.99302626 0.15326193
5KSNxyuyp5K1kDT6LvX8oZ,0.92690706 0.40328985 -0.048492007 0.6775361 0.06663163
57MbOuT7s2ES3IW9KuZQzI,1.309517 0.65936166 -0.064146176 1.0980799 0.055317856
71MFFmfNghNbW8n2cYVan3,0.92594236 0.33422834 -0.028079806 0.70315397 0.068893164
1EbnuG2uizH1dZoKbYzXPW,0.9090432 0.38048023 0.0065319324 0.7244852 0.068920314
5crARIrvoMiMf2AdlD78WN,0.8821639 0.4027611 0.0068995305 0.7195562 0.10797079
0YL8rCxASTV9uBE9Sur0Ag,0.8192315 0.40501532 -0.013824144 0.73478687 0.06620117
1mCsF9Tw4AkIZOjvZbZZdT,1.0072594 0.39349306 -0.0068238815 0.7669466 0.09871911
59FBFyeST1vqN8G41YgFS6,0.9155904 0.4360678 -0.039677303 0.7254718 0.076792076
1jc24HfkDT31GLKlxesuZl,1.0298561 0.44704583 -0.03062724 0.8277764 0.13824974
1sCIUw34SKhOxgh9h5RxaN,0.97848684 0.41134676 0.004437661 0.81164366 0.07860353
37pK088xTo1ZpR3y23wsFk,1.2618124 0.6103037 -0.070037425 1.0780922 0.055637572
4zIaXqKCXZs02eB6jEe5Mf,1.299562 0.45480573 -0.18131262 1.0495862 0.054620266
1t88m8JUlqn9kf0FLmVta5,0.97124904 0.36917925 -0.024040353 0.7888725 0.1270705
1BwhFXqoIsePt21WyWIttb,1.2033979 0.3996404 -0.12573059 0.9354179 0.033661034
1mqytV5qZcmzG6MgvJCpkQ,0.7916753 0.33735844 -0.033222932 0.6492162 0.09111183
2qKN1W3bmEBCFPGxRShij9,1.0232875 0.30722785 -0.13956906 0.8169583 -0.026278542
4yFEz5j53bnYoavrMqJY6i,0.95998466 0.2901584 -0.14341035 0.83027583 -0.117790535
7Cj2tT0m2SBeIO1PsGfk8A,1.2048979 0.64498013 -0.060629845 1.0112911 0.08577724
6lM6yIDZ7kxFsgQCCfaLE2,1.0483718 0.3763333 0.0006934628 0.7814121 0.05629072
4Mrob0mOsRAumJRiSw6YLp,1.4431425 0.5012142 -0.01958003 1.0560192 0.12488495
1Vv0MPcooEoQzVZYfKMgKW,0.8442925 0.34546992 -0.3296106 0.86893857 -0.09190867
5Ph2oeskX0U9IwhsBY2zKj,1.0793439 0.5287363 -0.12818299 0.90818214 0.03348086
3RMeOetCdXttthQK0clPuz,0.9343662 0.42503664 -0.04387467 0.8146754 0.118546635
4jdiqVbH1eUwc4MzDV7GMu,0.86436784 0.30945346 -0.059319295 0.68397737 0.09063825
5DEdP7MrcgdjXWGHWAeK5I,1.2294823 0.5931602 -0.10936485 1.0459907 0.07640428
1NWART8FuUdzfE8d8ueETL,0.7025716 0.33935103 -0.002223821 0.5876697 0.08163535
4G14XbZpRGNcMTpxwRHrB2,0.78355914 0.3268858 -0.016595917 0.63785005 0.07886436
2Qt6mXHybGb8fitLAA97HT,0.7988046 0.3768618 0.0119218845 0.6359788 0.10489619
2wjCYgpCMywSDkds2c8Rq6,0.8094343 0.3458494 -0.033734854 0.70606154 0.04165342
3mbcW1KDbnkdgjq03JHiQ6,0.71200633 0.37621522 0.040706117 0.67861694 0.05373019
0yhPEz5KxlDwckGJaMlZqM,1.1187465 0.48112673 -0.029518383 0.8261 0.0993986
5RGf8qn1TBWVplLyyKUsuV,0.9176612 0.33163753 0.01145613 0.7419348 0.07943546
6dr6QeqH62tYUiPezRbinq,0.8872394 0.41324198 0.02033728 0.676119 0.13127139
5pRvd7BtQZ42S9zegc0nOa,1.2254962 0.6067862 -0.108366884 1.015559 0.066649474
0DnA2DyUwy0W4xMYtRxocL,0.9507623 0.42794976 0.06135782 0.7866587 0.062883444
1P7G4EZBFRJCNtUQl9V7cB,1.2506744 0.59730256 -0.17903483 0.95910627 0.08657946
4hrpoqJMVE7FxBu1YWx0eQ,0.9001736 0.43311837 0.044424493 0.7161603 0.115844615
