key,vector
5cgEadiGKjtTP1Q6NJqVP5,2.9826238 3.821002 2.6392374 -1.4709487 0.33825812
1vrd6UOGamcKNGnSHJQlSt,2.3602736 0.34469262 0.54354244 2.3328493 -0.2851353
7IBfmCrfaR3SLVemWhsucQ,2.6461558 -0.837231 -1.3853191 -0.49215013 -1.5060385
7jslhIiELQkgW9IHeYNOWE,1.8783062 1.7818621 2.0208423 -3.1572633 -0.25026
7Ddh0jbUW6q0O1Mt7IYEPX,3.2311928 -2.4714262 1.5196345 -2.2844772 0.70837504
6YUFByainM0IB52DNObY5t,4.196937 -1.1594553 0.20691518 1.10032 -0.2889549
15DrrIod12Tc2IoMaHiwlQ,3.74878 -1.5728933 0.5510877 0.97857696 -0.073342435
1tYt8PbpbeTuqsNmprAZYY,1.8896725 1.0281756 2.2521198 -2.4487047 -1.1707215
2FRnf9qhLbvw8fu4IBXx78,2.041748 1.4630426 -1.146281 -2.8498216 -0.5624329
5mhUPDWQH3s544WCsa0r9w,4.8200693 -1.9786568 -0.8769165 0.042989098 -1.6669583
7rWq6WfZNwilZgRvZUw6CQ,3.9976144 -0.72038054 -1.4857537 1.434638 -1.7641472
1CQqupcyMg7176PPmIVmSj,3.5330486 -1.0213805 -1.7804176 -0.7945219 -2.620723
2rd9ETlulTbz6BYZcdvIE1,3.9591622 -1.1141994 -1.3375834 -1.34304 -2.9606683
2f0P7iELCvAlV8j6Z3rGDE,2.501402 0.065060325 -1.1680905 -0.4674075 -1.0262027
1qHXpsRP2gwteJCPUrc9wA,2.7214475 -0.48239654 -0.9360682 0.47457087 -1.0741218
4LXDHgBC1mbz3uoehYxH9b,2.2094405 1.3652505 0.07736082 1.356877 -2.2341921
442j8VxaB60dWf9cBFuX5w,3.3004076 -2.914162 0.45498013 -1.361813 -1.3772677
5MhsZlmKJG6X5kTHkdwC4B,2.5158741 -1.2570179 3.4988713 -1.6705743 0.55752933
1WtTLtofvcjQM3sXSMkDdX,3.2244475 3.344884 0.05802591 -0.18889852 -2.6779468
0sXvAOmXgjR2QUqLK1MltU,1.9548278 1.1124054 0.6674443 -1.1445906 -1.9299059
3Fzlg5r1IjhLk2qRw667od,4.3526525 0.14716093 -2.037769 1.7282794 -2.0250676
5GorFaKkP2mLREQvhSblIg,2.749082 -0.15186659 -0.97085387 0.41651037 0.07720685
6leiB1fEsTnVCuPiielde5,3.7455738 0.118870586 -2.2291915 -2.1679082 1.0366644
6vt0I1cw1YmAIKDJvHVIM5,2.0616891 0.016372332 2.0815945 -0.80387336 -1.9771233
62N2JSA0jHmSH7Va9t7hIf,3.2593277 -2.4709845 1.7955071 -2.8978322 -1.5917542
282L6SR4Y8Rs0VUgtEy1Zw,2.1339903 2.1749516 2.818481 -1.9349756 -0.47031167
6zsk6uF3MxfIeHPlubKBvR,2.411273 1.3889251 0.7193285 -0.18345247 -2.7402198
5X76oXHcR5uCXali0gOyX5,3.7830782 -0.7426248 -1.7472969 -0.617033 -2.2777843
3bC1ahPIYt1btJzSSEyyrF,3.233395 1.6257598 1.4572018 1.3949794 -2.6878607
2AxCeJ6PSsBYiTckM0HLY7,4.273433 -1.3744862 -2.145304 -0.96763647 -2.1274946
2ouURa1AIXp3AvkS52Jry5,3.7500951 -0.56973547 -1.4347378 0.42119732 -2.0760996
7r6am67jCRvroqkkE2TS8y,1.9881402 1.0118548 -0.027858712 -1.2233961 0.7603102
2bEvCSQQha48I5ZQUCvLzP,1.6789854 1.4091216 0.41558692 -0.77762437 -2.2051702
70f0ToGXTEtLKFSwHMbHoC,2.2583086 1.1521151 -0.8685582 -2.0426037 -0.39570805
3OZVqx1YsqDDkxQ6TnmHtn,3.7961543 0.73776895 -2.375097 -3.125322 1.2895117
1I8956VUImfafRIuccR9Cq,3.1819382 -1.5418543 -0.60460067 -1.0207471 -3.1645746
4DMPn1rEujpIJIvjy9HKV8,4.2649107 -0.42027217 -0.2663637 1.9377829 -2.7065823
2f5N826udWfjT9iomeaBJt,4.466198 -1.1001127 -1.6461781 0.8823422 0.4632848
3LYv1fJdCLMBvsqDyzHrCT,2.8442304 0.60774016 -1.7945249 -0.18148254 -0.08745403
35Vle8dEPRW22MGQsqj0vq,2.658756 0.053809084 0.68616235 0.5804952 -2.5649981
0NWQTyapmz4GuDTSN9xTB7,2.546864 -1.7188805 1.856368 -2.3583305 0.5269176
3oDFtOhcN08qeDPAK6MEQG,3.6378365 0.84436345 -0.46009982 0.4787834 -3.0112035
76gUmNLXGQVOsGhfcshkFP,3.3295317 4.2602882 1.2908554 -0.07699596 0.6903726
4OGeWgHHgWmnOllev6Q9hp,2.5740695 3.144962 2.5650723 -0.20915112 1.0117261
6vjWim6xU6tPjA42GxSp1U,2.1708827 -1.6793586 1.1612483 -2.3423119 -0.79149777
0wDEiGfq4pw7FAkYKpkwMo,3.120793 -2.045437 -0.46686316 -1.107653 0.1047294
5hx4FpDZOnDVYlyoG3rMks,3.7634637 3.857105 2.0337389 -0.3462608 1.9457302
5wiu4PUC6CLNNbC48vqGOb,3.986823 -0.36855754 -1.8935003 0.22998853 -2.3118532
6fLDBnJDWsXwtFSxTC0I9N,2.6704853 -1.0165467 0.69413877 -1.8852692 -0.022704987
5mB1bWU8VueYVxuvcLPn2B,2.9567327 3.8147738 1.6498017 -0.8528332 0.78918725
41kE0bBBpwPUZEZKxSIROh,2.7281818 0.6921371 3.2417529 0.021615945 1.2396091
4FSm0Ca6Hzd7Vx7TpSfcSy,2.4026616 -1.8234354 -0.30480742 -0.19656907 -0.97949606
56fZFRtOSMIMyVh0ZIF0AT,3.8343358 -2.4171324 -0.8605628 -1.1907438 -0.5674785
67wABU4SjBlnDHB0KiU3HL,3.614178 -1.734359 -0.019102547 1.0984023 -0.17134362
7kSLdGdXLey7pzLsWpdg1h,3.7690802 -1.450005 -0.107642174 0.7555834 -0.047054347
1BExV8JprNJLvLeDE9qdEW,1.8618116 0.7340173 0.07426219 -0.034946527 0.049733944
5HOpkTTVcmZHnthgyxrIL8,2.8151643 -0.17064342 -0.7065624 -0.93312037 -2.0255451
0MtMx5gt6kM2W7tD26Jp5H,1.1296675 0.7094423 2.1195216 -1.2217056 -0.7646
1aUT4xl8iiYNr6emik4qTB,2.9280694 2.084657 1.2241071 0.9804706 -1.9416412
2plFaDNZayLbtA9Ht1yCEo,2.3561614 2.0991125 3.043015 -0.9308036 1.3239303
69Ej1xrGjOcHvIMtMKxK0G,2.0407374 0.90236986 -0.033340648 -1.4800019 -1.1556326
6ebkx7Q5tTxrCxKq4GYj0Y,2.5075784 -0.6059507 1.6887146 -0.64723396 -2.3201804
3GVkPk8mqxz0itaAriG1L7,2.6946833 3.5472946 1.6215885 -1.4916692 1.8708872
3VgLQi51JI6avrVmP9lL4B,2.1063766 1.0273294 1.5924451 -1.3740124 -2.3933322
3UjJP4ludb74a29P5EHEIo,2.122991 -0.4425228 1.6365379 -0.26902616 1.0378159
2xar08Fq5xra2KKZs5Bw9j,3.2315435 -0.69013286 -1.1143178 -0.23026517 -1.4910141
52Bg6oaos7twR7IUtEpqcE,3.0021038 -0.4745763 -0.6120817 0.45205832 1.3727608
1yf97yL1ll8FYXC27c9VTw,2.5948956 -1.5850936 1.6134247 -1.7108494 0.3790593
5qninDC32ywn4sOtBwwACO,2.717084 -0.3760303 -0.38582322 -0.8218082 0.6940502
3QwBODjSEzelZyVjxPOHdq,1.2869297 1.8389733 1.7631656 -1.3192526 0.15761203
5FljCWR0cys07PQ9277GTz,3.3052957 -0.77910846 0.25246906 1.0729835 -2.7992141
1iTfYlGMbfnxAL8KNc1DxX,4.314244 -1.2003775 -0.1412742 0.51836205 1.3237023
0KTsmr6JOuhxZuiXUha1xC,2.8471484 -0.21120945 0.6925753 0.73996645 -2.3320572
0CokSRCu5hZgPxcZBaEzVE,2.2325675 2.6482713 2.058705 -0.2611079 1.659353
02opp1cycqiFNDpLd2o1J3,3.5083373 3.83546 2.2663023 -0.86935633 1.7102417
0DiWol3AO6WpXZgp0goxAV,1.9223748 1.0236152 -0.51746076 0.5388171 -1.9724191
7j31rVgGX9Q2blT92VBEA0,2.2065732 0.09621791 -1.119459 -0.6481091 -0.02193885
4MJlgdrGLaayCTPtdn0kII,3.4044454 0.082281284 2.3390741 1.3347512 -3.1973138
07HPV6hzecJmMJwsIX8YVU,2.6950908 1.5776051 -0.67318416 0.73457104 -1.9050102
6glsMWIMIxQ4BedzLqGVi4,2.661158 2.4011962 2.2081766 -0.031739302 -2.1769242
5hydb8abMsDWNefmuqDYeK,3.1211681 2.085697 -0.14653198 0.38252512 -1.7213422
6klpXs2uAjagnZMFkt4qkl,2.560594 1.2826647 -2.179368 -1.325277 0.29323417
1Y4ZdPOOgCUhBcKZOrUFiS,2.9383469 1.3578587 0.0071950248 0.67980695 -2.734366
6g8ZfJzKxyd19OLAqQ8MuO,2.3573086 1.5706553 0.5639162 0.1758771 -2.257223
0DcrhZ12WcCqruCs8ibXSf,3.164384 -0.70030177 -1.1792811 0.31015182 -1.865628
4P6BuLsqtg5uISdE77ypI9,2.199518 1.7764465 1.0740157 -0.045443196 -1.9357933
4sj8qFcEDnRPNv3tBbUVUf,3.5433106 -0.33240154 -1.8863064 -0.008217208 -1.951009
4WUduEPZZG6wiE9B5IklnY,2.7038844 -1.8271124 -0.44412085 -1.0544596 0.110765986
1wo3UYTeizJHkwYIuLuBPF,3.4424071 -0.31817982 -2.1339805 0.058266662 -0.7149854
5pD1qwHvnKFcQ2qjwsoKYF,4.795961 -0.7604969 -2.7993634 -3.0208838 1.3932816
683b4ikwa62JevCjwrmfg6,2.8155892 -1.2755747 -0.82754886 0.083947726 -1.2611672
4U45aEWtQhrm8A5mxPaFZ7,2.0842476 0.003933108 -0.24222212 1.7203006 -0.07617472
0qxtQ8rf3W1nId3D2r0xH4,3.5389845 2.4309325 -2.7448308 -1.1365374 -0.23584352
3BxWKCI06eQ5Od8TY2JBeA,4.3339653 1.216546 -0.8829497 0.87097424 -2.6594684
0kr6d8wHDQPlzuET33NVn6,2.6867735 2.4869325 -0.8263916 1.2981713 -0.43779933
2ruFSNVfeUgYdbo1Nhm8PI,3.0304568 0.16744183 -2.4243896 -2.0685425 0.3534468
5w6TVvv71F8px5cObg2xnx,1.3483979 -1.0038935 0.57350445 -0.14063592 -0.77220863
4qmHeQBYieqj3VMAPascsE,3.3734193 -1.1553818 -1.6039296 -0.6846709 -1.9602181
2nbClS09zsIAqNkshg6jnp,2.3563094 1.3976029 -0.42722225 -0.055220548 -2.5147445
0QXaOq4DrPkX7cJsXhERrE,4.6560626 -0.6584612 -2.1677787 -1.2689998 -2.6932447
7zFXmv6vqI4qOt4yGf3jYZ,2.5115707 0.42654726 1.5098026 -0.72205865 2.340285
5ciqyuB1G3ulnQsNGmoOE8,2.1555934 -1.7638668 0.35545385 -1.8095565 0.5053431
2LpirOWiA4eslLRuPpQT7V,3.6305861 -0.5308606 -1.4556036 -0.45692554 -2.2740152
7Lf7oSEVdzZqTA0kEDSlS5,2.9395282 -2.1778402 -0.8829397 -0.25260943 -1.8357161
2MVwrvjmcdt4MsYYLCYMt8,3.2091236 -2.3424687 -0.9488824 -1.316379 -0.7296109
5p3JunprHCxClJjOmcLV8G,2.746921 -0.8037081 -1.142652 -1.2404171 -0.7405848
2nvZv4qatgsDIbEqqbQLUT,2.6920388 -1.8784078 0.39785218 -1.497428 0.6469094
4pmc2AxSEq6g7hPVlJCPyP,3.745573 0.9931921 -1.3707548 0.91385764 -2.1979086
67iAlVNDDdddxqSD2EZhFs,3.6031494 -0.24271385 -1.7337825 -0.43784928 -2.1161623
3Z9PJ6xiEGmcqo2hESEB5n,4.2296515 0.5501419 -2.6353338 -0.096347645 -1.8760366
4vO9dmzNRqDhFY3jD1a3P7,5.127173 -1.2882743 -2.1727479 -1.4457597 -2.7383964
60geMByGdlcGGMR5R5ZjHE,2.163586 3.021815 1.4993513 -0.06623716 -0.89564663
23khhseCLQqVMCIT1WMAns,3.0831938 -2.1071045 0.13287702 -0.97890896 -0.3848886
28UMEtwyUUy5u0UWOVHwiI,2.6127923 1.3685108 -2.0728607 -1.0829835 0.5454749
5aVhFEvhPKibeOoCx7aNtG,3.5107062 -1.5947421 -0.22548151 -0.18120536 1.1277938
0CKmN3Wwk8W4zjU0pqq2cv,3.5975003 1.9346375 -2.8507023 -1.2300241 -0.0012855845
2oSpQ7QtIKTNFfA08Cy0ku,4.510523 -0.60590535 -2.709169 -0.33860648 -2.014759
00NUqFMIpCsrYPbM9YpVHQ,2.5740921 3.859169 2.2064638 -1.4786553 -0.07407385
7L59vVTpoS94JU3KEeolqt,2.422089 0.4387844 2.7263935 -0.49286819 -0.29829007
7BHPGtpuuWWsvE7cCaMuEU,3.8128994 -2.3398964 -0.23237772 -0.3445364 0.83366305
3kZoay4ANo86ehb6s4RwS9,3.5194716 2.4586332 -0.5915166 1.3706503 -0.47768727
6P316E7tFylzpVrDrXVF9s,3.0860074 1.9449233 -2.226423 -1.50712 0.60390323
00fNdIFKoMxxt8Hnm2kAKL,2.3308098 0.45829147 1.231436 0.3439365 -0.84938675
7zsw78LtXUD7JfEwH64HK2,3.814489 2.431227 -3.0009842 -1.2783016 0.08135276
1vBpwxsLVwaR4evBIaFmqD,2.382797 -0.09700188 -0.5482242 -0.6285078 0.7099241
6wZI4mdT8JwXgkGURnBQiq,4.852501 -1.632667 -0.84609234 1.2655537 0.6116317
70b5Sq3ePOu3Gqg0hjlOtR,4.335731 2.0570993 -3.3671575 -0.8404887 -0.32308063
69uxyAqqPIsUyTO8txoP2M,3.0792475 -2.2188704 0.9878272 -2.5718222 -1.5410279
2RlgNHKcydI9sayD2Df2xp,4.135177 -0.43380883 -1.8157474 -0.27282646 -2.160648
4Fv6wNYUixnYkj3Dgfrls8,1.7668443 2.5093694 2.0390892 -1.6726282 0.07970062
3gZUflBBfgS3QiTSTg0hk0,1.8144816 2.0016038 3.024385 -1.4543235 0.4857091
1R2SZUOGJqqBiLuvwKOT2Y,2.4698038 -0.95700294 -0.7480691 -0.4523325 -2.0860906
4XTuSMs47SIg35KxhNIUGe,1.9373612 -0.67948145 0.37434286 -0.07813534 -0.6237422
2Gy3XMLbBxACZ4tXdFRGr7,2.6224859 -1.3335236 -1.4244893 -1.7118673 -0.2967759
2miAut6dp9BWdGmOxwSGEC,2.8697357 0.21368259 -1.8988212 -0.9985495 -1.0634704
5RBx3tM9hmVJAOnSUHIWkn,3.2012255 -1.3063017 -0.8384486 0.4223007 0.29788956
064NEtcV4JQqGxAtfqvRfI,2.5241067 2.0999272 -0.79392105 -0.12763 -3.5079744
6jX5mso4x00c1EiNMrTU9U,3.3464804 -0.11491434 -1.5408521 0.3675935 -0.9130297
4gs07VlJST4bdxGbBsXVue,3.58751 -0.83255327 -0.38713735 0.739493 -0.18253179
2nRvKHh2mtOfIQ4jcAkP9q,3.526623 -0.8675127 -1.1891353 -0.29251343 -0.8519943
3IrkbGQCoEPAkzJ0Tkv8nm,2.3690917 2.9512048 0.46906856 0.94979674 -2.1625218
3LTMnFa0hhwisyq6ILahyj,4.2490854 -1.4207618 -1.7919488 -0.86627656 -2.0381916
2FN3EoQdX5eqXpGTkKiRh7,4.5312347 1.0043223 -2.3903852 0.92265576 -1.9509166
5mkGfmJGFZpwK9nA5amOhv,3.906747 0.79081357 -2.5162692 0.5029995 -0.1848677
3lwrebzX6n6v4zP5DOqBKc,2.6859298 2.5974636 -0.31116062 0.7014499 -1.5161335
2QD4C6RRHgRNRAyrfnoeAo,2.0708253 0.482747 2.0347283 -0.14556962 -1.3880835
3YBYCxerAPKmi7mxxspJ21,1.6718941 0.779367 1.438507 -1.335083 0.5223837
33lXq3csEWwYNn6x0sM3Et,3.3812935 -2.995466 0.41110104 -1.0094978 -0.5199622
5lS7KHsdvkMJp8eASqZWzb,2.3955588 -1.4132756 2.1787047 0.44606003 -0.43955392
74tQaH4CxM5Rs9BzerEbHr,3.3169475 -0.9571094 -1.081072 0.6742836 -2.1047182
3r7BL2MBMeE62aWj7TOh2a,1.7871491 -0.9327723 2.260471 -1.6152177 0.15604262
5bitEcj72xFL3yv9ZS5fkE,1.6938876 0.16413227 -0.41087717 0.6090462 -1.7609175
3KiEydhjn7yf58h9jBD5Sa,2.927085 3.8018 1.8403133 -2.5945306 1.0119858
1lntL1cI2UIWlxjL5QiN8g,2.579646 -0.9895696 -0.031680435 -0.03356308 0.93944365
5N8nNuTmIzkZOfcxXlygUw,1.6340379 -0.13723993 0.81380653 -2.2949018 -0.46909884
7zVCrzzEJU7u24sbJPXA5W,2.6665635 2.6530557 -0.59356457 -1.4501448 2.088672
4BWBbJ9MKpnt30SFYEomzJ,3.2417765 0.37584126 0.005703 0.8312184 -2.7086563
35x6JdLCr4VWWR5ShNoAWo,0.7606618 0.17830639 1.9827278 -1.8173723 -0.37614453
7hxZF4jETnE5Q75rKQnMjE,2.6559033 0.33832666 -1.0770942 0.031517863 -0.34294596
44UQpKpI54KOZLAFaDAr9X,2.5204146 0.7424671 1.9187683 -2.1531599 2.2364166
5jROdl6MhcmP3O7h2sVgtw,3.135768 0.85136175 -1.7108864 -2.2591238 1.3880103
64UioB4Nmwgn2f4cbIpAkl,3.0857 -0.097331874 -1.8588338 -0.37442374 -2.0674071
16bHRxM89ue0TiCKARYbRp,2.0779085 1.8844696 1.685461 -1.9294528 1.0159324
3S2R0EVwBSAVMd5UMgKTL0,3.205099 0.2368199 -0.5133508 -0.31174818 -3.09345
0ZpBPavoID3eDbaXKSWpAD,1.8879907 0.41814956 0.28856993 -0.7544033 0.37657163
2SDx0PooHZI1SQKR0y44bs,2.314068 -0.23849665 -0.92816794 -0.19494331 0.10688803
3DmW6y7wTEYHJZlLo1r6XJ,2.6632583 -0.9284793 1.0446123 -0.68115306 -0.95806074
1e0hllQ23AG0QGFgezgLOq,3.6400368 -0.52494687 -0.70832896 0.45102397 0.8751879
6TrNRd98WksT9Kkmx9uj6R,2.3758183 1.3956242 0.8634891 0.6756339 -2.440278
0nCU6JTonBdrIKpxErujKu,3.4865038 -0.6638768 -2.2571182 -1.2712272 0.6998172
6waqLPcT6ruMhmd36OhmFO,2.4106765 2.9536111 0.34739038 -1.493275 2.284733
1foCxQtxBweJtZmdxhEHVO,1.5907158 1.056761 -0.6176075 -1.0101981 -0.18213922
1hUe1XOcM5iXaWG6NRtLzG,3.5624058 -1.2975719 -1.8944993 -0.92600405 -2.2422416
3AWSwChgStOColFkXbwRnP,2.7539015 0.018843556 -0.540142 -0.37961373 -0.98655224
6yaxdh87KVj82QIYKTP1zt,2.3118987 2.0584965 -0.9475067 -2.6494877 0.3023895
1lxzBK93CioCcSndzuTGyn,2.2970152 -0.94397414 -0.30586445 0.5384205 0.03826641
4U5CjTT6uObhD2vwnD4zOF,2.1612313 -0.2798787 0.653417 -0.69198376 1.2092842
25leEEaz1gIpp7o21Fqyjo,2.0469239 1.3035144 -1.1218488 -1.8715284 0.09529491
222gtLodYqqg2aEThuEI2Z,1.9054624 0.96508616 1.1675842 -1.1259924 0.2594846
3XHdk0KVdgO2sRH5dqibFB,2.5186338 1.1782413 -0.69409126 0.3023628 -2.3021138
0SuG9kyzGRpDqrCWtgD6Lq,3.3024755 -2.073544 0.12193686 0.6696954 -0.62010634
0KQx6HOpJueiSkztcS0r7D,3.6422377 1.4842472 -0.8665592 1.1864847 -1.6231426
3QiAAp20rPC3dcAtKtMaqQ,2.1380217 1.6301898 -1.7147428 -1.9910109 -0.3380647
3MnbXlC1N7GdS9M8HzA6no,1.7037324 2.569581 2.367791 -1.1928072 -0.30252722
5KDmrBciOXKIUPHBbHz6jf,2.4312096 1.95425 -0.574463 1.0548986 -1.3103614
2HzfRSfCogBSsgW2CckVA2,1.7841275 0.917754 3.2027867 -1.273158 0.20055959
2pnPe4pJtq7689i5ydzvJJ,1.8294185 1.1805122 -0.4610043 -2.0443244 0.05834761
4IdXngKo4g5exqZ0fQTecu,2.1450627 1.5230867 -1.2572684 -2.3158457 0.13743311
4Kd9FixAoD47GSBwEJUWJP,2.165371 -0.9411077 0.3210503 -0.94111663 0.3624727
7kMfu3KUydmrFVGEAhjtyl,1.9383358 0.18204491 -0.5591939 0.5549875 -2.4540217
0x4KG7bxABwL5TIhC9k9EN,2.6100295 -0.72367907 1.1281339 -2.5579882 1.0182889
2YgtXx9OVBOzja9Fckb4FY,2.673288 1.2236713 -0.6564185 -1.3742093 1.2163453
2kPpxNSgXRvu5yqkRLKJIu,1.7335389 1.1811736 -0.6505654 -1.9748936 0.16072167
7ogioiNh3fJy2M2AsHM6mZ,1.9237918 2.133266 1.9212922 -1.7381551 0.2660271
46X8c9qJzpBLYcos3OX0CE,1.6725819 0.8080618 1.6918914 -2.0621357 0.39677346
7d1CFwrBmH34gmS0Hkbfbt,1.8549153 -0.44038224 0.03135704 -0.28896075 -1.3690902
4OKXvqtfwlvY2fYJ2lzHPH,1.6581509 1.8829125 0.8167834 -0.9873261 0.4976394
6OX0nvTLWngPOKZZB3Usen,2.4507928 -0.04580267 -1.1282587 -0.68243307 0.34379557
1HOMkjp0nHMaTnfAkslCQj,4.200461 -0.8390741 -2.1915421 -0.94744825 -2.476077
0IFV9VPRBvqpUP52ksLzzE,2.0666196 -0.4256913 1.7980587 -3.1149075 0.44458735
2obblQ6tcePeOEVJV6nEGD,2.6271844 -0.3541998 -1.4643118 0.087425046 -0.825721
3WtB2who5tPeyzpe2rAoPk,3.0225015 -0.33255118 -0.11037564 0.15187384 1.2651018
3sP3c86WFjOzHHnbhhZcLA,2.932391 -1.185713 -0.12659073 0.48742345 -2.561393
4tXzPOr4UaBoA7k7pnpJI1,2.2884216 0.4797611 0.10494283 -0.48884583 0.46589836
747eWJy8c3u09N30NSqSTp,3.6509757 -2.5866377 1.1787251 -2.387984 -0.6565635
1XcXhu1X0xBFMDFyq0b7Ue,1.5262367 0.99822223 0.70988053 -0.102182746 -0.04015839
1C0pmryC2MdXfa7MZ9uIrU,3.0132096 -0.6565819 -1.6697625 -0.2103071 -1.3254323
4yjz1aazw6R8ZURpGbCAkp,2.7439554 -0.27480182 -1.3113683 -0.5455438 -0.25721675
1CvhKmrutTAta5awpJcFDn,2.3048632 -0.59941304 1.1915449 -2.415764 -1.956549
6a1hzBiTkgqTsDA0Xgfh9z,1.7117679 0.9270893 -0.6232626 -1.6198626 0.02306252
1MaqkdFNIKPdpQGDzme5ss,3.5512161 1.0082961 -1.3479578 1.1912258 -0.8695887
6cpk00i5TxCqSeqNi2HuIe,3.8448899 -1.2643028 -0.7205632 -0.05322043 -2.146249
74Xdx4ezYQQlg8wKswq25T,1.7808254 -0.40723294 2.209819 -0.6586484 -1.1835283
3esPcn43N0CytAtcY9V30C,2.7487152 0.5680786 -1.3951375 -2.1745756 1.5723373
2GaAWaIazp02G4PZJV0gxX,2.6085498 -0.58378786 -0.048957244 -1.0545484 1.1540759
4BFMQ15vXr626UOoZL8bUI,2.3477612 -0.3594454 -0.85369945 -0.23412557 -2.0339756
4ycLiPVzE5KamivXrAzGFG,4.095839 -0.1937772 0.082727894 0.62120146 -2.5051236
4nxgA1nvXvTkmsBY0vJV57,2.54207 0.043446664 0.4560696 -1.4440422 1.7620147
4LkLfPYc3yjOta7Gk8FDRB,1.8433595 0.7761798 0.7210342 -0.86715275 0.456991
2yNUAnFrAJkV0eilMxeA19,3.6312494 -0.57034016 -1.9985623 0.4096511 -1.0688784
3oyMHCAAcnWFdcGuVgwfhd,2.532779 0.5148965 -1.7536286 -1.4375921 0.65683115
6ek9SiEj5a65WIs2EV7qiM,4.093391 -0.65458745 -1.7785137 0.18831652 -1.3702238
5JUu0unA8VwhTZ9LkMWUVI,2.4457471 2.9924738 1.1014161 -0.62903434 1.6081594
5Q4H1XkVHxQjnrHCUpS61d,2.8132267 -0.86935544 -0.13453789 -0.092922926 -1.458646
13JyykwyYQ3T5QxxL34ukQ,1.9125004 1.2543421 1.3773943 0.31958646 -0.44625694
7jDOx9VTvxq0S9z8RjQ7lv,1.539166 -1.0323275 1.5004821 -1.1526278 -1.4187574
2P61EK6DMGyVyssLWS4fKy,3.7299826 -2.7608273 1.0233366 -2.2782829 -0.11927606
7x8dCjCr0x6x2lXKujYD34,2.1963797 -0.15447904 -0.25876033 -0.3095198 -0.9523434
3hUL1sPjrLFXS6mUfEDs2Q,2.4810176 0.1671755 -1.6564758 -1.2457291 0.5009223
7o9uu2GDtVDr9nsR7ZRN73,2.7685454 -0.720803 -1.2521864 -0.40192008 -2.1465054
3Te3gG6MPEDNqLGzWrjKC3,2.9045575 3.2953064 2.5443745 -0.87370634 1.070411
4fxF8ljwryMZX5c9EKrLFE,2.6665838 -0.8099582 -0.6958459 -1.0438224 -0.76651686
2TeiKDPE3RdamZG0pp5okI,3.0628283 0.5013906 -0.90252554 1.1786581 -1.650998
6PnmrzPJXoDBj5NKUCnC8e,2.0700366 2.2390008 1.1082847 -1.3645757 0.21294622
2HcB5YXYGo249AlYAoGjCr,3.3510177 -1.6706159 3.4957213 -3.0157335 0.6354557
67eX1ovaHyVPUinMHeUtIM,3.0884128 -0.7988434 -1.4724115 -0.68416625 -2.0937948
0osPX8TruIebOhKuG6GK8C,1.7295884 1.2461414 1.9379205 -0.76405025 -0.6678898
6LxEtvMKSwmPdd5Fh1PCof,4.561452 4.0660987 1.533409 -0.31981 2.6728632
65Q2mv3UlVi9eO70OpsmSe,1.697721 0.75652784 -0.5962403 -1.2976483 0.16699736
5DCA1FOUDBURlRTNg4ganf,2.0666966 2.3016167 0.26208246 -0.28070438 -0.83338773
0JiVRyTJcJnmlwCZ854K4p,2.5092385 -1.6178495 1.2061558 -2.7328038 -0.20149896
0z9UVN8VBHJ9HdfYsOuuNf,2.111169 -0.9862169 0.26111007 -0.11424715 -1.7016572
5HkUwvLeE5Lhd2FZjuXncU,2.3197558 -0.06955244 0.4847493 -1.006877 1.2050056
4esOae7i4rqTbAu9o5Pxco,5.134394 0.57674444 -0.93042636 1.4990492 -2.0076158
6wV12xIUb8oFY7lBy4KuQe,3.258178 2.150526 1.8378574 -0.37052652 1.7323531
2BstRQGodshjGpeDGQiNgo,2.617746 -0.3809345 -1.3673825 -0.36818326 -1.0863373
6i0eXvRAbVKD1EZFrXvur8,2.2864935 0.82313967 0.19378361 -0.13011517 -2.1648026
4fUU9WKxEgJXyrZJsUA2iP,3.526882 -2.265369 -0.33943373 -0.26794678 -1.2566297
1ibXPHlgwayYg2p3Fjda5g,2.4006643 0.6434475 -0.023373732 -0.7333566 0.27240658
4wCD0qOFNRu1Q6O3N6ycm4,2.574214 0.22893435 0.114269935 0.39036542 -1.7977054
015IsLQFXbEm0f541N2qoX,2.8543248 -0.43506902 1.9270912 -1.2650907 0.7221207
6GG2tkV9PRYGN5rniXPFXZ,2.6066704 1.767961 1.9458717 -0.9515954 0.46384516
7tyJFB3jI3zyUNI38rhLUG,2.1775026 0.29164785 1.1479015 -1.5999671 0.5399644
2T4JE91t7Js1DJ4rSHltcQ,2.7116063 3.0963216 1.822118 -2.1306503 0.5057815
0WbhYfpQN3ay2XqKzggGOJ,2.06378 -0.101538934 1.6233362 -1.6436521 -2.1840162
2gE95JskwQ1pCACTpGe1Db,2.7999816 -0.19757512 -1.5224869 -0.0023569947 -1.6755751
6e8Ou0wiqAzIpWb2eSxll8,1.6592786 1.3616649 0.21288948 -0.44984886 -1.6763878
0uVyZywUNOp6S0dU5r8TS8,2.5359428 -0.5244395 2.4162328 -1.2719833 0.085866764
7AclP0W2jy6yrbvBiC4prQ,3.3147972 0.9601598 -2.3689866 -2.2210755 0.92561007
6naxalmIoLFWR0siv8dnQQ,3.8010478 -0.18471234 -0.81240314 0.84437186 -2.4356923
27AHAtAirQapVldIm4c9ZX,1.9484059 2.108089 1.5307848 -0.72298974 -0.8895133
